request_id,location_id,service_type_id,urgency,requested_by,requested_channel,requested_date,complexity_score,complexity_tier,day_of_week,is_weekend,month,is_winter,week_of_year,day_index
REQ-000282,LOC-05,SVC-07,Routine,Case Manager,Referral,2025-08-14,58.6,High,3,0,8,1,33,13
REQ-000283,LOC-04,SVC-02,Urgent,Family Member,Phone,2025-08-14,12.7,Low,3,0,8,1,33,13
REQ-000284,LOC-08,SVC-07,Routine,Client,Referral,2025-08-14,11.0,Low,3,0,8,1,33,13
REQ-000285,LOC-01,SVC-05,Priority,Client,Portal,2025-08-14,13.2,Low,3,0,8,1,33,13
REQ-000286,LOC-05,SVC-01,Priority,Client,Phone,2025-08-14,16.5,Low,3,0,8,1,33,13
REQ-000289,LOC-06,SVC-02,Routine,Case Manager,Portal,2025-08-14,27.7,Low,3,0,8,1,33,13
REQ-000290,LOC-08,SVC-07,Routine,Client,Portal,2025-08-14,23.6,Low,3,0,8,1,33,13
REQ-000291,LOC-02,SVC-05,Urgent,Case Manager,Phone,2025-08-14,85.4,Critical,3,0,8,1,33,13
REQ-000293,LOC-02,SVC-02,Routine,Case Manager,Phone,2025-08-14,78.4,Critical,3,0,8,1,33,13
REQ-000294,LOC-03,SVC-08,Routine,GP / Clinician,Portal,2025-08-14,33.2,Medium,3,0,8,1,33,13
REQ-000295,LOC-10,SVC-05,Priority,GP / Clinician,Phone,2025-08-14,33.8,Medium,3,0,8,1,33,13
REQ-000296,LOC-06,SVC-09,Routine,Family Member,Phone,2025-08-14,26.6,Low,3,0,8,1,33,13
REQ-000297,LOC-07,SVC-05,Urgent,Case Manager,Referral,2025-08-14,91.6,Critical,3,0,8,1,33,13
REQ-000298,LOC-07,SVC-02,Priority,Family Member,Referral,2025-08-14,75.7,High,3,0,8,1,33,13
REQ-000300,LOC-02,SVC-02,Urgent,Client,Phone,2025-08-15,40.1,Medium,4,0,8,1,33,14
REQ-000301,LOC-08,SVC-08,Routine,Client,Portal,2025-08-15,13.3,Low,4,0,8,1,33,14
REQ-000302,LOC-06,SVC-07,Routine,Client,Referral,2025-08-15,9.1,Low,4,0,8,1,33,14
REQ-000305,LOC-10,SVC-05,Routine,Client,Referral,2025-08-15,40.8,Medium,4,0,8,1,33,14
REQ-000306,LOC-01,SVC-01,Urgent,Case Manager,Phone,2025-08-15,69.2,High,4,0,8,1,33,14
REQ-000307,LOC-10,SVC-01,Urgent,Family Member,Phone,2025-08-15,84.3,Critical,4,0,8,1,33,14
REQ-000308,LOC-02,SVC-03,Routine,Case Manager,Phone,2025-08-15,67.4,High,4,0,8,1,33,14
REQ-000309,LOC-02,SVC-07,Urgent,Case Manager,Referral,2025-08-15,80.5,Critical,4,0,8,1,33,14
REQ-000310,LOC-07,SVC-04,Routine,Client,Portal,2025-08-15,13.0,Low,4,0,8,1,33,14
REQ-000312,LOC-01,SVC-02,Routine,Family Member,Portal,2025-08-15,39.0,Medium,4,0,8,1,33,14
REQ-000313,LOC-06,SVC-08,Urgent,Case Manager,Phone,2025-08-15,99.0,Critical,4,0,8,1,33,14
REQ-000315,LOC-06,SVC-02,Routine,Family Member,Phone,2025-08-15,86.9,Critical,4,0,8,1,33,14
REQ-000316,LOC-02,SVC-08,Priority,Client,Case Manager,2025-08-15,34.5,Medium,4,0,8,1,33,14
REQ-000318,LOC-10,SVC-05,Emergency,Client,Phone,2025-08-15,28.6,Medium,4,0,8,1,33,14
REQ-000319,LOC-07,SVC-03,Routine,Client,Phone,2025-08-15,37.3,Medium,4,0,8,1,33,14
REQ-000321,LOC-04,SVC-02,Routine,GP / Clinician,Referral,2025-08-15,79.7,Critical,4,0,8,1,33,14
REQ-000323,LOC-09,SVC-09,Routine,Client,Phone,2025-08-16,27.1,Low,5,1,8,1,33,15
REQ-000325,LOC-03,SVC-02,Priority,Family Member,Referral,2025-08-16,35.8,Medium,5,1,8,1,33,15
REQ-000326,LOC-08,SVC-04,Routine,Client,Referral,2025-08-16,16.0,Low,5,1,8,1,33,15
REQ-000327,LOC-05,SVC-01,Routine,Family Member,Portal,2025-08-16,17.6,Low,5,1,8,1,33,15
REQ-000330,LOC-04,SVC-09,Routine,Family Member,Phone,2025-08-16,13.1,Low,5,1,8,1,33,15
REQ-000333,LOC-08,SVC-01,Urgent,Client,Phone,2025-08-16,13.4,Low,5,1,8,1,33,15
REQ-000334,LOC-08,SVC-07,Priority,Client,Phone,2025-08-16,10.5,Low,5,1,8,1,33,15
REQ-000335,LOC-10,SVC-01,Urgent,Family Member,Referral,2025-08-17,79.4,Critical,6,1,8,1,33,16
REQ-000336,LOC-02,SVC-03,Urgent,GP / Clinician,Referral,2025-08-17,61.9,High,6,1,8,1,33,16
REQ-000337,LOC-01,SVC-08,Routine,Client,Phone,2025-08-17,21.2,Low,6,1,8,1,33,16
REQ-000338,LOC-04,SVC-01,Routine,Family Member,Phone,2025-08-17,19.3,Low,6,1,8,1,33,16
REQ-000339,LOC-08,SVC-02,Emergency,Client,Referral,2025-08-17,2.2,Low,6,1,8,1,33,16
REQ-000340,LOC-09,SVC-01,Routine,Client,Portal,2025-08-17,17.4,Low,6,1,8,1,33,16
REQ-000341,LOC-04,SVC-04,Urgent,Client,Phone,2025-08-17,64.6,High,6,1,8,1,33,16
REQ-000342,LOC-07,SVC-02,Routine,Client,Phone,2025-08-17,47.8,Medium,6,1,8,1,33,16
REQ-000344,LOC-04,SVC-07,Priority,Client,Portal,2025-08-17,15.0,Low,6,1,8,1,33,16
REQ-000345,LOC-10,SVC-04,Routine,Client,Portal,2025-08-17,38.0,Medium,6,1,8,1,33,16
REQ-000346,LOC-07,SVC-08,Priority,GP / Clinician,Referral,2025-08-17,61.9,High,6,1,8,1,33,16
REQ-000347,LOC-01,SVC-03,Priority,Client,Case Manager,2025-08-17,24.4,Low,6,1,8,1,33,16
REQ-000348,LOC-08,SVC-05,Routine,Client,Portal,2025-08-17,9.5,Low,6,1,8,1,33,16
REQ-000350,LOC-06,SVC-05,Routine,Family Member,Portal,2025-08-18,8.9,Low,0,0,8,1,34,17
REQ-000351,LOC-03,SVC-05,Routine,Client,Phone,2025-08-18,22.1,Low,0,0,8,1,34,17
REQ-000352,LOC-09,SVC-09,Routine,Client,Case Manager,2025-08-18,7.8,Low,0,0,8,1,34,17
REQ-000353,LOC-10,SVC-08,Routine,Family Member,Phone,2025-08-18,5.7,Low,0,0,8,1,34,17
REQ-000354,LOC-05,SVC-02,Urgent,Client,Portal,2025-08-18,59.0,High,0,0,8,1,34,17
REQ-000355,LOC-04,SVC-08,Routine,Client,Phone,2025-08-18,12.3,Low,0,0,8,1,34,17
REQ-000356,LOC-01,SVC-01,Routine,Family Member,Portal,2025-08-18,8.4,Low,0,0,8,1,34,17
REQ-000358,LOC-04,SVC-09,Priority,GP / Clinician,Phone,2025-08-18,43.1,Medium,0,0,8,1,34,17
REQ-000360,LOC-04,SVC-08,Urgent,Client,Case Manager,2025-08-18,17.2,Low,0,0,8,1,34,17
REQ-000361,LOC-02,SVC-05,Routine,Client,Phone,2025-08-18,64.2,High,0,0,8,1,34,17
REQ-000362,LOC-10,SVC-02,Routine,Family Member,Portal,2025-08-18,6.7,Low,0,0,8,1,34,17
REQ-000363,LOC-01,SVC-08,Priority,Client,Case Manager,2025-08-18,47.1,Medium,0,0,8,1,34,17
REQ-000364,LOC-03,SVC-01,Routine,Family Member,Portal,2025-08-18,34.3,Medium,0,0,8,1,34,17
REQ-000365,LOC-05,SVC-01,Routine,Client,Phone,2025-08-18,43.3,Medium,0,0,8,1,34,17
REQ-000366,LOC-08,SVC-01,Routine,Client,Referral,2025-08-18,63.8,High,0,0,8,1,34,17
REQ-000369,LOC-10,SVC-01,Urgent,Case Manager,Phone,2025-08-18,62.3,High,0,0,8,1,34,17
REQ-000370,LOC-05,SVC-01,Routine,Client,Phone,2025-08-18,69.9,High,0,0,8,1,34,17
REQ-000371,LOC-03,SVC-07,Routine,Family Member,Portal,2025-08-18,20.6,Low,0,0,8,1,34,17
REQ-000372,LOC-09,SVC-06,Urgent,Case Manager,Portal,2025-08-18,61.5,High,0,0,8,1,34,17
REQ-000373,LOC-08,SVC-03,Routine,Client,Phone,2025-08-18,33.0,Medium,0,0,8,1,34,17
REQ-000374,LOC-05,SVC-09,Routine,Client,Portal,2025-08-18,19.6,Low,0,0,8,1,34,17
REQ-000375,LOC-09,SVC-05,Routine,Client,Phone,2025-08-18,11.2,Low,0,0,8,1,34,17
REQ-000376,LOC-07,SVC-08,Priority,Client,Portal,2025-08-18,9.8,Low,0,0,8,1,34,17
REQ-000378,LOC-09,SVC-09,Urgent,GP / Clinician,Referral,2025-08-19,94.9,Critical,1,0,8,1,34,18
REQ-000379,LOC-01,SVC-03,Priority,Client,Phone,2025-08-19,36.4,Medium,1,0,8,1,34,18
REQ-000381,LOC-03,SVC-01,Routine,Family Member,Phone,2025-08-19,18.2,Low,1,0,8,1,34,18
REQ-000382,LOC-04,SVC-02,Routine,Client,Referral,2025-08-19,18.2,Low,1,0,8,1,34,18
REQ-000383,LOC-02,SVC-04,Routine,Case Manager,Case Manager,2025-08-19,25.2,Medium,1,0,8,1,34,18
REQ-000384,LOC-09,SVC-03,Routine,GP / Clinician,Portal,2025-08-19,16.1,Low,1,0,8,1,34,18
REQ-000387,LOC-03,SVC-01,Priority,Case Manager,Phone,2025-08-19,61.2,High,1,0,8,1,34,18
REQ-000388,LOC-10,SVC-09,Routine,Case Manager,Phone,2025-08-19,12.8,Low,1,0,8,1,34,18
REQ-000389,LOC-02,SVC-03,Priority,Client,Portal,2025-08-19,63.5,High,1,0,8,1,34,18
REQ-000390,LOC-04,SVC-07,Routine,Client,Phone,2025-08-19,15.8,Low,1,0,8,1,34,18
REQ-000391,LOC-10,SVC-02,Urgent,Client,Phone,2025-08-19,68.9,High,1,0,8,1,34,18
REQ-000392,LOC-10,SVC-01,Routine,Family Member,Portal,2025-08-19,28.6,Low,1,0,8,1,34,18
REQ-000393,LOC-04,SVC-03,Priority,Family Member,Referral,2025-08-19,63.1,High,1,0,8,1,34,18
REQ-000395,LOC-02,SVC-07,Priority,Client,Portal,2025-08-19,63.5,High,1,0,8,1,34,18
REQ-000396,LOC-01,SVC-01,Priority,Case Manager,Portal,2025-08-19,47.4,Medium,1,0,8,1,34,18
REQ-000397,LOC-07,SVC-02,Routine,Client,Referral,2025-08-19,31.9,Medium,1,0,8,1,34,18
REQ-000398,LOC-07,SVC-02,Routine,Client,Phone,2025-08-19,10.3,Low,1,0,8,1,34,18
REQ-000399,LOC-09,SVC-07,Routine,Client,Portal,2025-08-20,12.9,Low,2,0,8,1,34,19
REQ-000401,LOC-04,SVC-05,Priority,Client,Phone,2025-08-20,9.2,Low,2,0,8,1,34,19
REQ-000402,LOC-06,SVC-01,Priority,Client,Portal,2025-08-20,14.2,Low,2,0,8,1,34,19
REQ-000403,LOC-08,SVC-01,Routine,Case Manager,Portal,2025-08-20,19.2,Low,2,0,8,1,34,19
REQ-000404,LOC-10,SVC-06,Urgent,Client,Case Manager,2025-08-20,44.3,Medium,2,0,8,1,34,19
REQ-000406,LOC-04,SVC-02,Routine,Client,Phone,2025-08-20,27.0,Medium,2,0,8,1,34,19
REQ-000407,LOC-07,SVC-09,Emergency,Family Member,Portal,2025-08-20,91.6,Critical,2,0,8,1,34,19
REQ-000408,LOC-02,SVC-07,Urgent,Client,Phone,2025-08-20,54.0,High,2,0,8,1,34,19
REQ-000409,LOC-03,SVC-05,Priority,Family Member,Phone,2025-08-20,38.1,Medium,2,0,8,1,34,19
REQ-000410,LOC-02,SVC-07,Routine,Client,Case Manager,2025-08-20,14.2,Low,2,0,8,1,34,19
REQ-000411,LOC-07,SVC-07,Routine,GP / Clinician,Referral,2025-08-20,40.1,Medium,2,0,8,1,34,19
REQ-000414,LOC-05,SVC-05,Priority,Client,Referral,2025-08-20,39.6,Medium,2,0,8,1,34,19
REQ-000415,LOC-03,SVC-07,Routine,Family Member,Portal,2025-08-20,45.0,Medium,2,0,8,1,34,19
REQ-000416,LOC-07,SVC-03,Routine,Client,Portal,2025-08-20,19.7,Low,2,0,8,1,34,19
REQ-000418,LOC-09,SVC-06,Urgent,Client,Phone,2025-08-20,25.5,Medium,2,0,8,1,34,19
REQ-000419,LOC-05,SVC-06,Priority,Family Member,Referral,2025-08-20,37.0,Medium,2,0,8,1,34,19
REQ-000420,LOC-06,SVC-01,Routine,Family Member,Phone,2025-08-20,32.8,Low,2,0,8,1,34,19
REQ-000421,LOC-07,SVC-01,Urgent,GP / Clinician,Phone,2025-08-20,42.6,Medium,2,0,8,1,34,19
REQ-000422,LOC-03,SVC-01,Routine,Client,Referral,2025-08-20,37.9,Medium,2,0,8,1,34,19
REQ-000424,LOC-08,SVC-05,Priority,Client,Portal,2025-08-20,16.3,Low,2,0,8,1,34,19
REQ-000425,LOC-03,SVC-01,Routine,Client,Phone,2025-08-20,36.0,Medium,2,0,8,1,34,19
REQ-000426,LOC-07,SVC-04,Priority,Client,Portal,2025-08-20,72.5,High,2,0,8,1,34,19
REQ-000427,LOC-08,SVC-08,Routine,Family Member,Referral,2025-08-21,6.1,Low,3,0,8,1,34,20
REQ-000428,LOC-07,SVC-01,Routine,Family Member,Case Manager,2025-08-21,33.3,Medium,3,0,8,1,34,20
REQ-000429,LOC-10,SVC-04,Routine,Client,Phone,2025-08-21,6.4,Low,3,0,8,1,34,20
REQ-000430,LOC-01,SVC-06,Routine,Client,Portal,2025-08-21,36.5,Medium,3,0,8,1,34,20
REQ-000432,LOC-05,SVC-01,Priority,Client,Phone,2025-08-21,57.9,High,3,0,8,1,34,20
REQ-000433,LOC-02,SVC-07,Priority,Client,Portal,2025-08-21,67.8,High,3,0,8,1,34,20
REQ-000434,LOC-08,SVC-06,Routine,Family Member,Case Manager,2025-08-21,24.8,Medium,3,0,8,1,34,20
REQ-000436,LOC-10,SVC-05,Routine,Client,Phone,2025-08-21,12.8,Low,3,0,8,1,34,20
REQ-000437,LOC-06,SVC-06,Urgent,GP / Clinician,Case Manager,2025-08-21,74.6,Critical,3,0,8,1,34,20
REQ-000438,LOC-08,SVC-05,Routine,Case Manager,Portal,2025-08-21,5.1,Low,3,0,8,1,34,20
REQ-000439,LOC-09,SVC-06,Priority,Family Member,Portal,2025-08-21,17.3,Low,3,0,8,1,34,20
REQ-000440,LOC-09,SVC-09,Urgent,Case Manager,Referral,2025-08-21,75.4,Critical,3,0,8,1,34,20
REQ-000441,LOC-03,SVC-05,Priority,Family Member,Portal,2025-08-21,29.6,Low,3,0,8,1,34,20
REQ-000442,LOC-03,SVC-05,Routine,Client,Referral,2025-08-21,20.2,Low,3,0,8,1,34,20
REQ-000444,LOC-06,SVC-03,Priority,Family Member,Phone,2025-08-21,65.4,High,3,0,8,1,34,20
REQ-000445,LOC-02,SVC-05,Routine,Client,Portal,2025-08-21,24.0,Low,3,0,8,1,34,20
REQ-000447,LOC-04,SVC-07,Routine,Client,Portal,2025-08-21,10.5,Low,3,0,8,1,34,20
REQ-000448,LOC-08,SVC-06,Routine,Case Manager,Referral,2025-08-21,34.7,Medium,3,0,8,1,34,20
REQ-000450,LOC-08,SVC-05,Routine,Family Member,Phone,2025-08-21,15.8,Low,3,0,8,1,34,20
REQ-000451,LOC-05,SVC-06,Routine,Family Member,Portal,2025-08-22,32.9,Medium,4,0,8,1,34,21
REQ-000452,LOC-06,SVC-01,Routine,Client,Case Manager,2025-08-22,13.8,Low,4,0,8,1,34,21
REQ-000453,LOC-01,SVC-06,Urgent,Case Manager,Case Manager,2025-08-22,57.6,High,4,0,8,1,34,21
REQ-000454,LOC-10,SVC-07,Routine,Case Manager,Case Manager,2025-08-22,37.8,Medium,4,0,8,1,34,21
REQ-000455,LOC-07,SVC-07,Routine,Family Member,Portal,2025-08-22,12.8,Low,4,0,8,1,34,21
REQ-000456,LOC-04,SVC-03,Routine,Client,Phone,2025-08-22,16.2,Low,4,0,8,1,34,21
REQ-000457,LOC-02,SVC-06,Priority,Case Manager,Phone,2025-08-22,30.6,Medium,4,0,8,1,34,21
REQ-000458,LOC-04,SVC-04,Routine,Family Member,Referral,2025-08-22,38.3,Medium,4,0,8,1,34,21
REQ-000459,LOC-04,SVC-01,Urgent,Client,Case Manager,2025-08-22,68.1,High,4,0,8,1,34,21
REQ-000460,LOC-01,SVC-04,Routine,Client,Phone,2025-08-22,47.6,Medium,4,0,8,1,34,21
REQ-000461,LOC-08,SVC-08,Routine,Client,Referral,2025-08-22,11.9,Low,4,0,8,1,34,21
REQ-000462,LOC-07,SVC-07,Routine,Family Member,Phone,2025-08-22,34.9,Medium,4,0,8,1,34,21
REQ-000463,LOC-06,SVC-07,Routine,Case Manager,Portal,2025-08-22,7.9,Low,4,0,8,1,34,21
REQ-000465,LOC-06,SVC-07,Priority,Case Manager,Phone,2025-08-22,61.5,High,4,0,8,1,34,21
REQ-000466,LOC-07,SVC-02,Priority,Case Manager,Case Manager,2025-08-22,75.2,High,4,0,8,1,34,21
REQ-000467,LOC-10,SVC-01,Urgent,GP / Clinician,Case Manager,2025-08-22,59.6,High,4,0,8,1,34,21
REQ-000468,LOC-05,SVC-01,Priority,Client,Portal,2025-08-22,21.4,Low,4,0,8,1,34,21
REQ-000469,LOC-06,SVC-02,Urgent,Case Manager,Portal,2025-08-22,59.9,High,4,0,8,1,34,21
REQ-000470,LOC-02,SVC-08,Priority,Family Member,Portal,2025-08-22,59.7,High,4,0,8,1,34,21
REQ-000471,LOC-03,SVC-01,Priority,Client,Case Manager,2025-08-22,8.4,Low,4,0,8,1,34,21
REQ-000472,LOC-02,SVC-01,Priority,Family Member,Case Manager,2025-08-22,63.3,High,4,0,8,1,34,21
REQ-000473,LOC-10,SVC-03,Emergency,Family Member,Portal,2025-08-22,38.2,Medium,4,0,8,1,34,21
REQ-000474,LOC-10,SVC-02,Priority,Client,Referral,2025-08-22,12.6,Low,4,0,8,1,34,21
REQ-000475,LOC-07,SVC-03,Priority,Client,Portal,2025-08-23,14.4,Low,5,1,8,1,34,22
REQ-000476,LOC-09,SVC-06,Routine,Case Manager,Phone,2025-08-23,39.2,Medium,5,1,8,1,34,22
REQ-000477,LOC-07,SVC-07,Routine,GP / Clinician,Phone,2025-08-23,91.4,Critical,5,1,8,1,34,22
REQ-000478,LOC-02,SVC-07,Priority,Family Member,Case Manager,2025-08-23,11.4,Low,5,1,8,1,34,22
REQ-000480,LOC-03,SVC-07,Routine,Family Member,Case Manager,2025-08-23,21.8,Low,5,1,8,1,34,22
REQ-000481,LOC-10,SVC-02,Priority,Family Member,Phone,2025-08-23,21.3,Low,5,1,8,1,34,22
REQ-000482,LOC-09,SVC-03,Priority,GP / Clinician,Phone,2025-08-23,85.5,Critical,5,1,8,1,34,22
REQ-000483,LOC-10,SVC-08,Priority,Client,Referral,2025-08-23,28.9,Medium,5,1,8,1,34,22
REQ-000484,LOC-04,SVC-09,Priority,Client,Case Manager,2025-08-23,68.5,High,5,1,8,1,34,22
REQ-000485,LOC-02,SVC-06,Routine,Family Member,Phone,2025-08-23,35.7,Medium,5,1,8,1,34,22
REQ-000486,LOC-06,SVC-02,Routine,Client,Phone,2025-08-23,15.6,Low,5,1,8,1,34,22
REQ-000487,LOC-03,SVC-02,Routine,Case Manager,Referral,2025-08-24,41.2,Medium,6,1,8,1,34,23
REQ-000489,LOC-04,SVC-07,Routine,Client,Phone,2025-08-24,4.8,Low,6,1,8,1,34,23
REQ-000490,LOC-02,SVC-07,Urgent,Family Member,Referral,2025-08-24,70.2,High,6,1,8,1,34,23
REQ-000491,LOC-03,SVC-03,Priority,Case Manager,Referral,2025-08-24,35.3,Medium,6,1,8,1,34,23
REQ-000492,LOC-02,SVC-03,Routine,Client,Portal,2025-08-24,14.9,Low,6,1,8,1,34,23
REQ-000493,LOC-01,SVC-08,Routine,Case Manager,Phone,2025-08-24,46.0,Medium,6,1,8,1,34,23
REQ-000494,LOC-06,SVC-07,Urgent,GP / Clinician,Referral,2025-08-24,65.1,High,6,1,8,1,34,23
REQ-000495,LOC-03,SVC-08,Routine,Client,Phone,2025-08-24,26.6,Low,6,1,8,1,34,23
REQ-000496,LOC-03,SVC-09,Urgent,Client,Phone,2025-08-24,42.1,Medium,6,1,8,1,34,23
REQ-000497,LOC-09,SVC-01,Routine,Client,Phone,2025-08-24,37.9,Medium,6,1,8,1,34,23
REQ-000498,LOC-02,SVC-05,Emergency,Case Manager,Referral,2025-08-25,54.0,High,0,0,8,1,35,24
REQ-000499,LOC-03,SVC-06,Routine,Client,Portal,2025-08-25,9.6,Low,0,0,8,1,35,24
REQ-000500,LOC-03,SVC-02,Routine,Client,Portal,2025-08-25,16.1,Low,0,0,8,1,35,24
REQ-000501,LOC-06,SVC-02,Routine,Case Manager,Phone,2025-08-25,32.5,Medium,0,0,8,1,35,24
REQ-000502,LOC-10,SVC-01,Routine,Client,Portal,2025-08-25,14.4,Low,0,0,8,1,35,24
REQ-000503,LOC-04,SVC-05,Routine,Case Manager,Referral,2025-08-25,83.8,Critical,0,0,8,1,35,24
REQ-000504,LOC-08,SVC-08,Routine,Client,Phone,2025-08-25,16.6,Low,0,0,8,1,35,24
REQ-000505,LOC-05,SVC-07,Routine,Case Manager,Phone,2025-08-25,41.0,Medium,0,0,8,1,35,24
REQ-000506,LOC-09,SVC-06,Urgent,Client,Portal,2025-08-25,16.0,Low,0,0,8,1,35,24
REQ-000507,LOC-04,SVC-01,Priority,Client,Portal,2025-08-25,18.8,Low,0,0,8,1,35,24
REQ-000508,LOC-08,SVC-04,Routine,Client,Portal,2025-08-25,36.4,Medium,0,0,8,1,35,24
REQ-000509,LOC-05,SVC-02,Priority,GP / Clinician,Phone,2025-08-25,65.3,High,0,0,8,1,35,24
REQ-000510,LOC-06,SVC-09,Priority,Client,Portal,2025-08-25,19.4,Low,0,0,8,1,35,24
REQ-000511,LOC-09,SVC-09,Routine,Family Member,Portal,2025-08-25,4.5,Low,0,0,8,1,35,24
REQ-000512,LOC-07,SVC-05,Urgent,Case Manager,Referral,2025-08-25,67.2,High,0,0,8,1,35,24
REQ-000513,LOC-02,SVC-05,Urgent,Family Member,Portal,2025-08-25,60.1,High,0,0,8,1,35,24
REQ-000514,LOC-06,SVC-01,Routine,Family Member,Portal,2025-08-25,9.5,Low,0,0,8,1,35,24
REQ-000515,LOC-09,SVC-09,Routine,Family Member,Referral,2025-08-25,49.5,Medium,0,0,8,1,35,24
REQ-000516,LOC-07,SVC-01,Priority,Case Manager,Referral,2025-08-25,69.5,High,0,0,8,1,35,24
REQ-000517,LOC-05,SVC-07,Routine,Client,Portal,2025-08-25,13.7,Low,0,0,8,1,35,24
REQ-000518,LOC-03,SVC-04,Priority,Case Manager,Portal,2025-08-25,47.0,Medium,0,0,8,1,35,24
REQ-000519,LOC-10,SVC-07,Priority,Client,Case Manager,2025-08-25,25.5,Medium,0,0,8,1,35,24
REQ-000520,LOC-03,SVC-02,Routine,Family Member,Referral,2025-08-25,13.2,Low,0,0,8,1,35,24
REQ-000521,LOC-02,SVC-06,Priority,Case Manager,Referral,2025-08-25,17.7,Low,0,0,8,1,35,24
REQ-000522,LOC-02,SVC-02,Urgent,Client,Portal,2025-08-25,18.0,Low,0,0,8,1,35,24
REQ-000523,LOC-02,SVC-01,Priority,GP / Clinician,Phone,2025-08-25,37.3,Medium,0,0,8,1,35,24
REQ-000524,LOC-05,SVC-07,Routine,Client,Phone,2025-08-25,5.2,Low,0,0,8,1,35,24
REQ-000525,LOC-06,SVC-07,Priority,Case Manager,Phone,2025-08-25,41.1,Medium,0,0,8,1,35,24
REQ-000526,LOC-05,SVC-02,Urgent,GP / Clinician,Phone,2025-08-25,66.8,High,0,0,8,1,35,24
REQ-000527,LOC-09,SVC-02,Urgent,Case Manager,Case Manager,2025-08-25,87.7,Critical,0,0,8,1,35,24
REQ-000529,LOC-06,SVC-01,Routine,Family Member,Phone,2025-08-26,14.1,Low,1,0,8,1,35,25
REQ-000530,LOC-06,SVC-05,Priority,Client,Phone,2025-08-26,42.3,Medium,1,0,8,1,35,25
REQ-000531,LOC-06,SVC-01,Urgent,GP / Clinician,Phone,2025-08-26,49.4,Medium,1,0,8,1,35,25
REQ-000534,LOC-04,SVC-04,Priority,Family Member,Referral,2025-08-26,14.6,Low,1,0,8,1,35,25
REQ-000535,LOC-07,SVC-06,Urgent,Client,Referral,2025-08-26,66.0,High,1,0,8,1,35,25
REQ-000537,LOC-08,SVC-05,Routine,Client,Phone,2025-08-26,40.3,Medium,1,0,8,1,35,25
REQ-000538,LOC-09,SVC-03,Routine,Case Manager,Portal,2025-08-26,14.4,Low,1,0,8,1,35,25
REQ-000539,LOC-10,SVC-03,Routine,Family Member,Case Manager,2025-08-26,37.4,Medium,1,0,8,1,35,25
REQ-000540,LOC-08,SVC-05,Routine,Case Manager,Portal,2025-08-26,18.9,Low,1,0,8,1,35,25
REQ-000541,LOC-07,SVC-03,Priority,Client,Phone,2025-08-26,67.8,High,1,0,8,1,35,25
REQ-000542,LOC-02,SVC-04,Urgent,Client,Portal,2025-08-26,36.2,Medium,1,0,8,1,35,25
REQ-000543,LOC-01,SVC-04,Priority,Case Manager,Case Manager,2025-08-26,72.6,High,1,0,8,1,35,25
REQ-000544,LOC-01,SVC-03,Priority,Family Member,Phone,2025-08-26,64.7,High,1,0,8,1,35,25
REQ-000545,LOC-01,SVC-02,Priority,Client,Phone,2025-08-26,39.6,Medium,1,0,8,1,35,25
REQ-000546,LOC-10,SVC-01,Routine,Family Member,Portal,2025-08-26,8.8,Low,1,0,8,1,35,25
REQ-000547,LOC-04,SVC-02,Priority,Family Member,Phone,2025-08-26,56.9,High,1,0,8,1,35,25
REQ-000548,LOC-04,SVC-01,Urgent,GP / Clinician,Referral,2025-08-26,37.3,Medium,1,0,8,1,35,25
REQ-000549,LOC-10,SVC-01,Emergency,Client,Portal,2025-08-27,65.6,High,2,0,8,1,35,26
REQ-000550,LOC-07,SVC-01,Urgent,Family Member,Phone,2025-08-27,40.1,Medium,2,0,8,1,35,26
REQ-000551,LOC-03,SVC-08,Urgent,Case Manager,Portal,2025-08-27,15.0,Low,2,0,8,1,35,26
REQ-000552,LOC-06,SVC-08,Routine,Client,Portal,2025-08-27,44.0,Medium,2,0,8,1,35,26
REQ-000553,LOC-07,SVC-08,Priority,Case Manager,Phone,2025-08-27,67.6,High,2,0,8,1,35,26
REQ-000554,LOC-02,SVC-01,Routine,Case Manager,Portal,2025-08-27,52.5,High,2,0,8,1,35,26
REQ-000555,LOC-05,SVC-01,Priority,Family Member,Portal,2025-08-27,29.2,Medium,2,0,8,1,35,26
REQ-000556,LOC-01,SVC-06,Routine,Family Member,Phone,2025-08-27,13.5,Low,2,0,8,1,35,26
REQ-000557,LOC-03,SVC-01,Routine,Case Manager,Portal,2025-08-27,8.8,Low,2,0,8,1,35,26
REQ-000558,LOC-04,SVC-08,Priority,Case Manager,Phone,2025-08-27,67.2,High,2,0,8,1,35,26
REQ-000559,LOC-07,SVC-01,Routine,Case Manager,Phone,2025-08-27,32.6,Medium,2,0,8,1,35,26
REQ-000561,LOC-07,SVC-03,Urgent,Client,Portal,2025-08-27,32.3,Medium,2,0,8,1,35,26
REQ-000563,LOC-06,SVC-07,Routine,Case Manager,Phone,2025-08-27,43.7,Medium,2,0,8,1,35,26
REQ-000564,LOC-07,SVC-03,Priority,Client,Portal,2025-08-27,45.2,Medium,2,0,8,1,35,26
REQ-000565,LOC-10,SVC-05,Routine,Family Member,Portal,2025-08-27,17.8,Low,2,0,8,1,35,26
REQ-000566,LOC-10,SVC-06,Priority,Case Manager,Phone,2025-08-27,29.1,Medium,2,0,8,1,35,26
REQ-000567,LOC-05,SVC-01,Priority,Family Member,Referral,2025-08-27,76.0,Critical,2,0,8,1,35,26
