request_id,requested_date,scheduled_date,completed_date,waiting_hours_to_schedule,waiting_days_to_schedule,sla_target_hours,sla_met_flag
REQ-000407,2025-08-20,2025-08-20,,21.6,0.9,4,False
REQ-000408,2025-08-20,2025-08-21,2025-08-21,40.4,1.68,24,False
REQ-000409,2025-08-20,2025-08-21,2025-08-21,32.2,1.34,72,True
REQ-000410,2025-08-20,2025-08-20,2025-08-20,11.8,0.49,168,True
REQ-000411,2025-08-20,2025-08-22,2025-08-22,62.2,2.59,185,True
REQ-000413,2025-08-20,2025-08-22,2025-08-22,58.3,2.43,72,True
REQ-000414,2025-08-20,2025-08-21,2025-08-21,35.9,1.5,72,True
REQ-000415,2025-08-20,2025-08-21,,29.4,1.22,168,True
REQ-000416,2025-08-20,2025-08-21,2025-08-21,35.7,1.49,185,True
REQ-000417,2025-08-20,2025-08-26,2025-08-26,148.1,6.17,185,True
REQ-000418,2025-08-20,2025-08-21,2025-08-21,38.0,1.59,31,False
REQ-000419,2025-08-20,2025-08-20,,23.1,0.96,72,True
REQ-000420,2025-08-20,2025-08-23,,92.7,3.86,185,True
REQ-000421,2025-08-20,2025-08-21,2025-08-21,30.0,1.25,26,False
REQ-000422,2025-08-20,2025-08-20,2025-08-20,9.5,0.4,168,True
REQ-000423,2025-08-20,2025-08-20,2025-08-20,7.3,0.3,168,True
REQ-000424,2025-08-20,2025-08-20,,16.3,0.68,94,True
REQ-000425,2025-08-20,2025-08-21,2025-08-21,47.1,1.96,168,True
REQ-000426,2025-08-20,2025-08-20,,21.2,0.88,79,True
REQ-000427,2025-08-21,2025-08-23,2025-08-23,65.1,2.71,218,True
REQ-000428,2025-08-21,2025-08-21,2025-08-21,20.7,0.86,185,True
REQ-000429,2025-08-21,2025-08-22,2025-08-22,40.0,1.67,218,True
REQ-000430,2025-08-21,2025-08-22,,39.2,1.63,168,True
REQ-000431,2025-08-21,2025-08-24,,91.2,3.8,218,True
REQ-000432,2025-08-21,2025-08-21,,8.9,0.37,72,True
REQ-000433,2025-08-21,2025-08-21,2025-08-21,10.9,0.45,72,True
REQ-000434,2025-08-21,2025-08-25,,111.5,4.65,218,True
REQ-000435,2025-08-21,2025-08-21,2025-08-21,17.0,0.71,31,True
REQ-000436,2025-08-21,2025-08-22,,29.2,1.22,218,True
REQ-000437,2025-08-21,2025-08-21,2025-08-21,11.1,0.46,26,True
REQ-000438,2025-08-21,2025-08-22,,47.7,1.99,218,True
REQ-000439,2025-08-21,2025-08-21,2025-08-21,11.6,0.48,94,True
REQ-000440,2025-08-21,2025-08-21,2025-08-21,14.0,0.58,31,True
REQ-000441,2025-08-21,2025-08-23,2025-08-23,71.6,2.98,72,True
REQ-000442,2025-08-21,2025-08-23,2025-08-23,52.2,2.18,168,True
REQ-000444,2025-08-21,2025-08-22,2025-08-22,28.6,1.19,79,True
REQ-000445,2025-08-21,2025-08-21,,11.4,0.48,168,True
REQ-000447,2025-08-21,2025-08-21,,21.7,0.9,168,True
REQ-000448,2025-08-21,2025-08-21,,2.9,0.12,218,True
REQ-000450,2025-08-21,2025-08-21,2025-08-21,22.4,0.93,218,True
REQ-000451,2025-08-22,2025-08-22,,19.9,0.83,168,True
REQ-000452,2025-08-22,2025-08-23,,32.6,1.36,185,True
REQ-000453,2025-08-22,2025-08-22,,14.3,0.6,24,True
REQ-000454,2025-08-22,2025-08-23,2025-08-23,36.5,1.52,218,True
REQ-000455,2025-08-22,2025-08-22,,11.3,0.47,185,True
REQ-000456,2025-08-22,2025-08-22,,19.2,0.8,168,True
REQ-000457,2025-08-22,2025-08-22,,9.7,0.4,72,True
REQ-000458,2025-08-22,2025-08-23,,35.5,1.48,168,True
REQ-000459,2025-08-22,2025-08-22,2025-08-22,15.4,0.64,24,True
REQ-000460,2025-08-22,2025-08-23,2025-08-23,40.6,1.69,168,True
REQ-000461,2025-08-22,2025-08-25,,75.4,3.14,218,True
REQ-000462,2025-08-22,2025-08-23,2025-08-23,30.3,1.26,185,True
REQ-000463,2025-08-22,2025-08-22,,12.0,0.5,185,True
REQ-000465,2025-08-22,2025-08-23,2025-08-23,45.3,1.89,79,True
REQ-000466,2025-08-22,2025-08-23,2025-08-23,33.6,1.4,79,True
REQ-000467,2025-08-22,2025-08-23,2025-08-23,31.5,1.31,31,False
REQ-000468,2025-08-22,2025-08-24,2025-08-24,60.6,2.52,72,True
REQ-000469,2025-08-22,2025-08-23,,34.0,1.42,26,False
REQ-000470,2025-08-22,2025-08-23,2025-08-23,45.6,1.9,72,True
REQ-000471,2025-08-22,2025-08-22,2025-08-22,16.4,0.68,72,True
REQ-000472,2025-08-22,2025-08-22,2025-08-22,18.5,0.77,72,True
REQ-000473,2025-08-22,2025-08-22,2025-08-22,12.3,0.51,5,False
REQ-000474,2025-08-22,2025-08-22,2025-08-22,17.1,0.71,94,True
REQ-000475,2025-08-23,2025-08-24,,26.9,1.12,79,True
REQ-000476,2025-08-23,2025-08-24,2025-08-24,27.1,1.13,218,True
REQ-000477,2025-08-23,2025-08-26,2025-08-26,78.6,3.27,185,True
REQ-000478,2025-08-23,2025-08-24,2025-08-24,30.0,1.25,72,True
REQ-000480,2025-08-23,2025-08-24,2025-08-24,40.4,1.68,168,True
REQ-000481,2025-08-23,2025-08-23,2025-08-23,18.2,0.76,94,True
REQ-000482,2025-08-23,2025-08-25,2025-08-25,50.1,2.09,94,True
REQ-000483,2025-08-23,2025-08-24,2025-08-24,36.2,1.51,94,True
REQ-000484,2025-08-23,2025-08-24,2025-08-24,45.7,1.9,72,True
REQ-000485,2025-08-23,2025-08-23,2025-08-23,21.2,0.88,168,True
REQ-000486,2025-08-23,2025-08-24,,33.1,1.38,185,True
REQ-000487,2025-08-24,2025-08-25,2025-08-25,32.2,1.34,168,True
REQ-000489,2025-08-24,2025-08-26,2025-08-26,59.6,2.48,168,True
REQ-000490,2025-08-24,2025-08-26,2025-08-26,59.8,2.49,24,False
REQ-000491,2025-08-24,2025-08-24,,20.9,0.87,72,True
REQ-000492,2025-08-24,2025-08-25,2025-08-25,32.8,1.36,168,True
REQ-000493,2025-08-24,2025-08-26,,57.4,2.39,168,True
REQ-000494,2025-08-24,2025-08-25,2025-08-25,35.9,1.49,26,False
REQ-000495,2025-08-24,2025-08-24,2025-08-24,13.8,0.57,168,True
REQ-000496,2025-08-24,2025-08-24,2025-08-24,6.4,0.27,24,True
REQ-000497,2025-08-24,2025-08-27,,94.9,3.96,218,True
REQ-000498,2025-08-25,2025-08-25,,21.4,0.89,4,False
REQ-000499,2025-08-25,2025-08-25,2025-08-25,20.4,0.85,168,True
REQ-000500,2025-08-25,2025-08-25,,22.3,0.93,168,True
REQ-000501,2025-08-25,2025-08-26,,43.9,1.83,185,True
REQ-000502,2025-08-25,2025-08-26,,37.1,1.54,218,True
REQ-000503,2025-08-25,2025-08-26,,39.7,1.65,168,True
REQ-000504,2025-08-25,2025-08-26,2025-08-26,45.6,1.9,218,True
REQ-000505,2025-08-25,2025-08-25,,21.7,0.9,168,True
REQ-000506,2025-08-25,2025-08-26,2025-08-26,24.8,1.03,31,True
REQ-000507,2025-08-25,2025-08-26,2025-08-26,34.2,1.42,72,True
REQ-000508,2025-08-25,2025-08-26,,32.6,1.36,218,True
REQ-000509,2025-08-25,2025-08-26,2025-08-26,34.3,1.43,72,True
REQ-000510,2025-08-25,2025-08-25,2025-08-25,10.5,0.44,79,True
REQ-000511,2025-08-25,2025-08-26,2025-08-26,34.8,1.45,218,True
REQ-000512,2025-08-25,2025-08-25,2025-08-25,23.9,1.0,26,True
REQ-000513,2025-08-25,2025-08-27,2025-08-27,65.6,2.73,24,False
REQ-000514,2025-08-25,2025-08-25,2025-08-25,20.4,0.85,185,True
REQ-000515,2025-08-25,2025-08-26,,41.7,1.74,218,True
REQ-000516,2025-08-25,2025-08-26,,27.5,1.14,79,True
REQ-000517,2025-08-25,2025-08-25,2025-08-25,22.5,0.94,168,True
REQ-000518,2025-08-25,2025-08-25,2025-08-25,15.0,0.62,72,True
REQ-000519,2025-08-25,2025-08-25,,16.4,0.69,94,True
REQ-000520,2025-08-25,2025-08-25,2025-08-25,22.4,0.93,168,True
REQ-000521,2025-08-25,2025-08-26,2025-08-26,24.2,1.01,72,True
REQ-000522,2025-08-25,2025-08-26,2025-08-26,25.0,1.04,24,False
REQ-000523,2025-08-25,2025-08-25,2025-08-25,4.4,0.18,72,True
REQ-000524,2025-08-25,2025-08-26,2025-08-26,32.5,1.35,168,True
REQ-000525,2025-08-25,2025-08-26,2025-08-26,31.5,1.31,79,True
REQ-000526,2025-08-25,2025-08-25,2025-08-25,13.5,0.56,24,True
REQ-000527,2025-08-25,2025-08-26,2025-08-26,24.6,1.02,31,True
REQ-000528,2025-08-26,2025-08-26,,20.3,0.85,218,True
REQ-000529,2025-08-26,2025-08-27,,41.0,1.71,185,True
REQ-000530,2025-08-26,2025-08-26,2025-08-26,22.3,0.93,79,True
REQ-000531,2025-08-26,2025-08-27,2025-08-27,36.6,1.52,26,False
REQ-000532,2025-08-26,2025-08-26,,20.0,0.83,94,True
REQ-000534,2025-08-26,2025-08-26,2025-08-26,19.6,0.82,72,True
REQ-000535,2025-08-26,2025-08-27,,24.9,1.04,26,True
REQ-000536,2025-08-26,2025-08-26,2025-08-26,23.7,0.99,168,True
REQ-000537,2025-08-26,2025-08-27,2025-08-27,39.2,1.64,218,True
REQ-000538,2025-08-26,2025-08-27,2025-08-27,26.5,1.11,218,True
REQ-000539,2025-08-26,2025-08-27,,41.5,1.73,218,True
REQ-000540,2025-08-26,2025-08-28,,53.5,2.23,218,True
REQ-000541,2025-08-26,2025-08-28,,50.5,2.1,79,True
REQ-000542,2025-08-26,2025-08-26,2025-08-26,18.7,0.78,24,True
REQ-000543,2025-08-26,2025-08-27,2025-08-27,38.4,1.6,72,True
REQ-000544,2025-08-26,2025-08-28,2025-08-28,50.8,2.12,72,True
REQ-000545,2025-08-26,2025-08-26,2025-08-26,23.5,0.98,72,True
REQ-000546,2025-08-26,2025-08-28,2025-08-28,71.4,2.97,218,True
REQ-000547,2025-08-26,2025-08-28,2025-08-28,58.8,2.45,72,True
REQ-000548,2025-08-26,2025-08-26,2025-08-26,9.6,0.4,24,True
REQ-000549,2025-08-27,2025-08-27,2025-08-27,16.7,0.7,5,False
REQ-000550,2025-08-27,2025-08-28,2025-08-28,28.3,1.18,26,False
REQ-000551,2025-08-27,2025-08-27,2025-08-27,7.3,0.31,24,True
REQ-000552,2025-08-27,2025-08-28,2025-08-28,26.1,1.09,185,True
REQ-000553,2025-08-27,2025-08-30,,84.8,3.53,79,False
REQ-000554,2025-08-27,2025-08-30,,76.4,3.18,168,True
REQ-000555,2025-08-27,2025-08-27,2025-08-27,20.7,0.86,72,True
REQ-000556,2025-08-27,2025-08-27,,17.4,0.73,168,True
REQ-000557,2025-08-27,2025-08-29,,49.4,2.06,168,True
REQ-000558,2025-08-27,2025-08-28,2025-08-28,42.3,1.76,72,True
REQ-000559,2025-08-27,2025-08-29,,69.9,2.91,185,True
REQ-000560,2025-08-27,2025-08-27,,16.2,0.68,72,True
REQ-000561,2025-08-27,2025-08-28,2025-08-28,41.4,1.73,26,False
REQ-000563,2025-08-27,2025-08-30,2025-08-30,76.3,3.18,185,True
REQ-000564,2025-08-27,2025-08-29,2025-08-29,67.6,2.82,79,True
REQ-000565,2025-08-27,2025-08-27,2025-08-27,11.3,0.47,218,True
REQ-000566,2025-08-27,2025-08-28,2025-08-28,40.2,1.67,94,True
REQ-000567,2025-08-27,2025-08-27,2025-08-27,10.9,0.46,72,True
REQ-000568,2025-08-27,2025-08-27,,14.4,0.6,79,True
REQ-000569,2025-08-27,2025-08-27,2025-08-27,16.3,0.68,185,True
REQ-000570,2025-08-27,2025-08-28,2025-08-28,33.1,1.38,218,True
REQ-000571,2025-08-27,2025-08-30,2025-08-30,78.1,3.25,218,True
REQ-000572,2025-08-27,2025-08-30,2025-08-30,95.6,3.98,185,True
REQ-000573,2025-08-27,2025-08-27,2025-08-27,15.5,0.64,168,True
REQ-000574,2025-08-27,2025-08-28,2025-08-28,36.4,1.52,168,True
REQ-000575,2025-08-27,2025-08-27,2025-08-27,2.6,0.11,168,True
REQ-000576,2025-08-28,2025-08-28,2025-08-28,15.1,0.63,218,True
REQ-000577,2025-08-28,2025-08-28,,17.5,0.73,72,True
REQ-000578,2025-08-28,2025-08-29,,37.7,1.57,94,True
REQ-000579,2025-08-28,2025-08-28,2025-08-28,18.5,0.77,31,True
REQ-000580,2025-08-28,2025-08-28,2025-08-28,11.4,0.48,168,True
REQ-000581,2025-08-28,2025-08-28,2025-08-28,15.9,0.66,218,True
REQ-000582,2025-08-28,2025-08-28,2025-08-28,8.0,0.33,4,False
REQ-000583,2025-08-28,2025-08-28,2025-08-28,21.6,0.9,168,True
REQ-000584,2025-08-28,2025-08-28,2025-08-28,14.3,0.6,218,True
REQ-000585,2025-08-28,2025-08-28,2025-08-28,20.9,0.87,185,True
REQ-000586,2025-08-28,2025-08-28,2025-08-28,22.6,0.94,94,True
REQ-000587,2025-08-28,2025-08-28,2025-08-28,16.7,0.69,4,False
REQ-000588,2025-08-28,2025-08-29,,25.6,1.07,168,True
REQ-000589,2025-08-28,2025-08-28,,10.0,0.42,94,True
REQ-000590,2025-08-28,2025-08-29,,33.0,1.38,168,True
REQ-000591,2025-08-28,2025-08-28,2025-08-28,15.5,0.64,31,True
REQ-000592,2025-08-28,2025-08-29,2025-08-29,29.2,1.22,218,True
REQ-000593,2025-08-28,2025-08-30,2025-08-30,50.6,2.11,79,True
REQ-000594,2025-08-28,2025-08-30,,59.0,2.46,72,True
REQ-000595,2025-08-28,2025-08-29,,47.7,1.99,168,True
REQ-000596,2025-08-28,2025-08-29,,31.0,1.29,94,True
REQ-000597,2025-08-28,2025-08-28,2025-08-28,18.3,0.76,5,False
REQ-000598,2025-08-28,2025-08-28,2025-08-28,16.9,0.71,168,True
REQ-000599,2025-08-28,2025-08-30,2025-08-30,65.5,2.73,218,True
REQ-000600,2025-08-28,2025-08-28,,19.1,0.79,185,True
REQ-000602,2025-08-28,2025-08-30,2025-08-30,63.8,2.66,168,True
REQ-000603,2025-08-28,2025-08-29,,34.1,1.42,185,True
REQ-000604,2025-08-28,2025-08-28,,11.7,0.49,72,True
REQ-000605,2025-08-28,2025-08-29,2025-08-29,32.5,1.35,218,True
REQ-000606,2025-08-28,2025-09-02,,127.2,5.3,79,False
REQ-000607,2025-08-28,2025-08-28,2025-08-28,18.9,0.79,168,True
REQ-000608,2025-08-28,2025-08-29,,42.1,1.76,94,True
REQ-000609,2025-08-29,2025-08-31,2025-08-31,63.3,2.64,94,True
REQ-000610,2025-08-29,2025-08-29,,23.1,0.96,24,True
REQ-000611,2025-08-29,2025-08-29,,22.2,0.93,218,True
REQ-000612,2025-08-29,2025-08-30,,34.7,1.45,218,True
REQ-000613,2025-08-29,2025-08-29,2025-08-29,7.9,0.33,24,True
REQ-000614,2025-08-29,2025-08-31,2025-08-31,65.1,2.71,94,True
REQ-000615,2025-08-29,2025-08-29,,16.8,0.7,79,True
REQ-000616,2025-08-29,2025-08-29,2025-08-29,9.5,0.39,24,True
REQ-000617,2025-08-29,2025-08-29,,22.9,0.95,72,True
REQ-000618,2025-08-29,2025-08-30,2025-08-30,33.1,1.38,72,True
REQ-000619,2025-08-29,2025-08-30,2025-08-30,43.5,1.81,185,True
REQ-000620,2025-08-29,2025-08-31,,58.7,2.45,185,True
REQ-000621,2025-08-29,2025-08-29,2025-08-29,23.3,0.97,218,True
REQ-000622,2025-08-29,2025-08-30,2025-08-30,24.5,1.02,168,True
REQ-000623,2025-08-29,2025-08-30,,39.3,1.64,185,True
REQ-000624,2025-08-29,2025-08-30,2025-08-30,39.2,1.63,168,True
REQ-000625,2025-08-29,2025-08-29,,22.2,0.92,72,True
REQ-000626,2025-08-29,2025-08-31,2025-08-31,52.5,2.19,94,True
REQ-000627,2025-08-29,2025-08-29,2025-08-29,11.0,0.46,5,False
REQ-000628,2025-08-29,2025-08-30,2025-08-30,36.2,1.51,168,True
REQ-000629,2025-08-29,2025-08-30,2025-08-30,47.0,1.96,168,True
REQ-000630,2025-08-29,2025-09-01,2025-09-01,78.2,3.26,168,True
REQ-000631,2025-08-29,2025-08-30,2025-08-30,41.2,1.72,185,True
REQ-000632,2025-08-29,2025-08-31,2025-08-31,68.9,2.87,168,True
REQ-000633,2025-08-29,2025-09-01,2025-09-01,77.8,3.24,79,True
REQ-000634,2025-08-29,2025-08-30,2025-08-30,42.0,1.75,168,True
REQ-000635,2025-08-29,2025-08-30,2025-08-30,30.2,1.26,94,True
REQ-000636,2025-08-30,2025-08-31,2025-08-31,40.4,1.68,72,True
REQ-000637,2025-08-30,2025-09-02,2025-09-02,79.9,3.33,168,True
REQ-000638,2025-08-30,2025-08-30,2025-08-30,3.7,0.15,94,True
REQ-000640,2025-08-31,2025-08-31,2025-08-31,10.2,0.42,168,True
REQ-000641,2025-08-31,2025-09-01,2025-09-01,24.1,1.0,79,True
REQ-000642,2025-08-31,2025-08-31,2025-08-31,22.8,0.95,218,True
REQ-000643,2025-08-31,2025-09-01,,45.3,1.89,79,True
REQ-000644,2025-08-31,2025-09-01,2025-09-01,44.7,1.86,168,True
REQ-000646,2025-08-31,2025-09-01,2025-09-01,29.1,1.21,26,False
REQ-000647,2025-09-01,2025-09-01,2025-09-01,21.7,0.9,72,True
REQ-000648,2025-09-01,2025-09-02,2025-09-02,44.6,1.86,94,True
REQ-000649,2025-09-01,2025-09-01,2025-09-01,3.7,0.15,185,True
REQ-000650,2025-09-01,2025-09-02,2025-09-02,36.8,1.53,185,True
REQ-000651,2025-09-01,2025-09-03,,60.9,2.54,168,True
REQ-000652,2025-09-01,2025-09-03,2025-09-03,66.8,2.78,168,True
REQ-000653,2025-09-01,2025-09-04,2025-09-04,77.7,3.24,72,False
REQ-000654,2025-09-01,2025-09-01,,10.8,0.45,168,True
REQ-000656,2025-09-01,2025-09-02,2025-09-02,39.5,1.65,168,True
REQ-000657,2025-09-01,2025-09-02,2025-09-02,41.4,1.72,4,False
REQ-000658,2025-09-01,2025-09-01,,9.8,0.41,31,True
REQ-000659,2025-09-01,2025-09-01,,19.5,0.81,168,True
REQ-000660,2025-09-01,2025-09-01,,16.8,0.7,26,True
REQ-000661,2025-09-01,2025-09-02,2025-09-02,24.6,1.03,72,True
REQ-000662,2025-09-01,2025-09-02,2025-09-02,24.2,1.01,26,True
REQ-000663,2025-09-01,2025-09-03,2025-09-03,50.1,2.09,24,False
REQ-000664,2025-09-01,2025-09-01,2025-09-01,10.1,0.42,168,True
REQ-000665,2025-09-01,2025-09-02,2025-09-02,28.2,1.17,26,False
REQ-000666,2025-09-01,2025-09-02,2025-09-02,28.5,1.19,24,False
REQ-000667,2025-09-01,2025-09-02,2025-09-02,33.9,1.41,185,True
REQ-000668,2025-09-02,2025-09-02,,19.3,0.8,168,True
REQ-000669,2025-09-02,2025-09-04,2025-09-04,54.0,2.25,168,True
REQ-000670,2025-09-02,2025-09-04,,55.7,2.32,185,True
REQ-000671,2025-09-02,2025-09-02,2025-09-02,11.2,0.47,72,True
REQ-000672,2025-09-02,2025-09-02,2025-09-02,7.6,0.32,4,False
REQ-000673,2025-09-02,2025-09-02,2025-09-02,17.4,0.72,94,True
REQ-000674,2025-09-02,2025-09-06,,102.8,4.28,218,True
REQ-000675,2025-09-02,2025-09-02,2025-09-02,13.2,0.55,4,False
REQ-000676,2025-09-02,2025-09-02,2025-09-02,20.3,0.85,26,True
REQ-000677,2025-09-02,2025-09-02,2025-09-02,10.6,0.44,24,True
REQ-000678,2025-09-02,2025-09-02,,10.9,0.45,185,True
REQ-000679,2025-09-02,2025-09-03,,25.6,1.07,218,True
REQ-000680,2025-09-02,2025-09-04,2025-09-04,70.7,2.95,26,False
REQ-000681,2025-09-02,2025-09-03,,42.8,1.78,218,True
REQ-000682,2025-09-02,2025-09-02,2025-09-02,16.3,0.68,26,True
REQ-000683,2025-09-02,2025-09-06,2025-09-06,115.5,4.81,185,True
REQ-000684,2025-09-02,2025-09-03,2025-09-03,39.8,1.66,218,True
REQ-000685,2025-09-02,2025-09-02,,10.9,0.45,168,True
REQ-000686,2025-09-02,2025-09-05,2025-09-05,82.7,3.44,72,False
REQ-000687,2025-09-02,2025-09-03,2025-09-03,34.5,1.44,26,False
REQ-000688,2025-09-02,2025-09-04,2025-09-04,61.7,2.57,72,True
REQ-000689,2025-09-02,2025-09-03,2025-09-03,34.9,1.45,185,True
REQ-000690,2025-09-02,2025-09-02,,17.9,0.75,218,True
REQ-000691,2025-09-02,2025-09-02,2025-09-02,10.2,0.43,72,True
REQ-000692,2025-09-02,2025-09-02,2025-09-02,12.7,0.53,168,True
REQ-000693,2025-09-02,2025-09-06,,102.1,4.25,185,True
REQ-000694,2025-09-03,2025-09-03,,12.7,0.53,168,True
REQ-000695,2025-09-03,2025-09-04,2025-09-04,47.4,1.97,185,True
REQ-000696,2025-09-03,2025-09-03,,7.4,0.31,72,True
REQ-000697,2025-09-03,2025-09-04,2025-09-04,31.7,1.32,185,True
REQ-000698,2025-09-03,2025-09-05,,62.0,2.58,79,True
REQ-000699,2025-09-03,2025-09-03,2025-09-03,9.7,0.41,218,True
REQ-000700,2025-09-03,2025-09-03,2025-09-03,16.8,0.7,26,True
REQ-000701,2025-09-03,2025-09-04,2025-09-04,29.4,1.23,168,True
REQ-000702,2025-09-03,2025-09-06,2025-09-06,91.0,3.79,168,True
REQ-000703,2025-09-03,2025-09-03,2025-09-03,19.9,0.83,94,True
REQ-000704,2025-09-03,2025-09-03,2025-09-03,5.1,0.21,72,True
REQ-000705,2025-09-03,2025-09-04,2025-09-04,48.0,2.0,72,True
REQ-000706,2025-09-03,2025-09-03,2025-09-03,20.5,0.85,72,True
REQ-000707,2025-09-03,2025-09-03,2025-09-03,21.7,0.9,94,True
REQ-000708,2025-09-03,2025-09-05,,70.9,2.96,218,True
REQ-000709,2025-09-03,2025-09-07,,98.6,4.11,185,True
REQ-000710,2025-09-04,2025-09-04,2025-09-04,16.7,0.7,218,True
REQ-000711,2025-09-04,2025-09-09,,123.5,5.15,168,True
REQ-000712,2025-09-04,2025-09-04,2025-09-04,1.8,0.08,72,True
REQ-000713,2025-09-04,2025-09-04,2025-09-04,2.6,0.11,4,True
REQ-000714,2025-09-04,2025-09-05,,24.6,1.02,185,True
REQ-000715,2025-09-04,2025-09-05,,28.7,1.19,72,True
REQ-000716,2025-09-04,2025-09-05,,27.7,1.15,72,True
REQ-000717,2025-09-04,2025-09-04,2025-09-04,9.4,0.39,185,True
REQ-000718,2025-09-04,2025-09-09,,130.4,5.43,79,False
REQ-000720,2025-09-04,2025-09-05,,36.1,1.51,168,True
REQ-000722,2025-09-04,2025-09-06,2025-09-06,49.2,2.05,185,True
REQ-000723,2025-09-04,2025-09-05,,43.1,1.8,185,True
REQ-000724,2025-09-04,2025-09-04,2025-09-04,16.4,0.68,218,True
REQ-000725,2025-09-04,2025-09-04,2025-09-04,13.5,0.56,24,True
REQ-000726,2025-09-04,2025-09-05,,29.6,1.23,168,True
REQ-000727,2025-09-04,2025-09-07,,78.7,3.28,168,True
REQ-000728,2025-09-05,2025-09-07,2025-09-07,71.0,2.96,31,False
REQ-000729,2025-09-05,2025-09-06,2025-09-06,30.3,1.26,185,True
REQ-000730,2025-09-05,2025-09-05,,11.5,0.48,72,True
REQ-000731,2025-09-05,2025-09-05,,6.3,0.26,24,True
REQ-000732,2025-09-05,2025-09-06,2025-09-06,27.0,1.13,185,True
REQ-000733,2025-09-05,2025-09-06,2025-09-06,46.3,1.93,168,True
REQ-000734,2025-09-05,2025-09-05,2025-09-05,5.9,0.24,24,True
REQ-000735,2025-09-05,2025-09-05,,20.2,0.84,72,True
REQ-000736,2025-09-05,2025-09-07,,52.6,2.19,168,True
REQ-000737,2025-09-05,2025-09-06,2025-09-06,25.4,1.06,218,True
REQ-000738,2025-09-05,2025-09-05,,8.3,0.34,26,True
REQ-000739,2025-09-05,2025-09-06,2025-09-06,30.6,1.27,5,False
REQ-000740,2025-09-05,2025-09-05,2025-09-05,21.6,0.9,26,True
REQ-000741,2025-09-05,2025-09-05,,17.3,0.72,218,True
REQ-000742,2025-09-05,2025-09-05,,24.0,1.0,72,True
REQ-000743,2025-09-05,2025-09-05,2025-09-05,22.0,0.92,24,True
REQ-000744,2025-09-05,2025-09-05,,11.5,0.48,168,True
REQ-000745,2025-09-05,2025-09-05,2025-09-05,10.0,0.42,72,True
REQ-000746,2025-09-05,2025-09-08,,72.5,3.02,72,False
REQ-000747,2025-09-05,2025-09-06,,47.6,1.98,218,True
REQ-000748,2025-09-06,2025-09-06,2025-09-06,15.1,0.63,94,True
REQ-000750,2025-09-06,2025-09-07,2025-09-07,42.9,1.79,185,True
REQ-000751,2025-09-06,2025-09-09,2025-09-09,73.9,3.08,168,True
REQ-000752,2025-09-06,2025-09-07,,40.0,1.67,168,True
REQ-000753,2025-09-06,2025-09-07,2025-09-07,31.0,1.29,94,True
REQ-000754,2025-09-06,2025-09-07,,46.9,1.95,185,True
REQ-000755,2025-09-06,2025-09-06,,13.7,0.57,79,True
REQ-000756,2025-09-06,2025-09-07,2025-09-07,35.4,1.47,218,True
REQ-000757,2025-09-06,2025-09-07,2025-09-07,31.3,1.3,31,False
REQ-000758,2025-09-06,2025-09-07,2025-09-07,39.7,1.65,168,True
REQ-000759,2025-09-06,2025-09-06,2025-09-06,13.4,0.56,72,True
REQ-000760,2025-09-06,2025-09-07,,36.4,1.52,79,True
REQ-000761,2025-09-06,2025-09-07,2025-09-07,26.7,1.11,72,True
REQ-000762,2025-09-06,2025-09-06,,10.4,0.44,218,True
REQ-000763,2025-09-07,2025-09-07,2025-09-07,10.5,0.44,72,True
REQ-000764,2025-09-07,2025-09-08,2025-09-08,47.1,1.96,72,True
REQ-000765,2025-09-07,2025-09-07,2025-09-07,19.6,0.82,31,True
REQ-000766,2025-09-07,2025-09-07,2025-09-07,21.3,0.89,79,True
REQ-000767,2025-09-07,2025-09-07,2025-09-07,15.9,0.66,72,True
REQ-000768,2025-09-07,2025-09-07,,19.1,0.8,72,True
REQ-000769,2025-09-07,2025-09-08,,42.6,1.77,218,True
REQ-000770,2025-09-07,2025-09-07,2025-09-07,20.7,0.86,168,True
REQ-000771,2025-09-08,2025-09-09,2025-09-09,46.7,1.95,72,True
REQ-000773,2025-09-08,2025-09-08,2025-09-08,17.8,0.74,185,True
REQ-000774,2025-09-08,2025-09-09,2025-09-09,45.2,1.88,218,True
REQ-000775,2025-09-08,2025-09-09,2025-09-09,26.2,1.09,168,True
REQ-000776,2025-09-08,2025-09-09,,28.1,1.17,168,True
REQ-000777,2025-09-08,2025-09-09,,30.3,1.26,168,True
REQ-000778,2025-09-08,2025-09-08,,19.9,0.83,185,True
REQ-000779,2025-09-08,2025-09-11,2025-09-11,76.0,3.17,218,True
REQ-000780,2025-09-08,2025-09-09,2025-09-09,24.4,1.02,24,False
REQ-000781,2025-09-08,2025-09-09,2025-09-09,30.9,1.29,94,True
REQ-000783,2025-09-08,2025-09-09,2025-09-09,33.7,1.4,72,True
REQ-000784,2025-09-08,2025-09-12,2025-09-12,119.4,4.98,168,True
REQ-000785,2025-09-08,2025-09-08,,21.8,0.91,218,True
REQ-000786,2025-09-08,2025-09-09,,26.6,1.11,218,True
REQ-000787,2025-09-08,2025-09-08,,5.6,0.23,218,True
REQ-000788,2025-09-08,2025-09-08,2025-09-08,17.4,0.73,94,True
REQ-000789,2025-09-08,2025-09-09,,44.5,1.86,168,True
REQ-000790,2025-09-08,2025-09-11,,84.4,3.52,218,True
REQ-000791,2025-09-08,2025-09-08,2025-09-08,5.9,0.25,24,True
