cancellation_id,appointment_id,cancelled_by,cancellation_reason,notice_hours,rebooked_flag
CAN-01970,APT-006446,Client,Duplicate booking,11.5,True
CAN-01971,APT-006449,Employee,Weather,44.2,True
CAN-01972,APT-006451,Client,Client unavailable,34.2,False
CAN-01973,APT-006458,Organisation,Other,0.2,True
CAN-01974,APT-006460,Client,Weather,37.0,True
CAN-01975,APT-006461,Client,Client unavailable,3.5,False
CAN-01976,APT-006462,Employee,Client unavailable,0.0,True
CAN-01977,APT-006464,Employee,Client unavailable,6.9,False
CAN-01978,APT-006470,Client,Client unwell,30.9,False
CAN-01979,APT-006475,Client,Client unwell,0.0,True
CAN-01980,APT-006477,Client,Transport issue,10.0,False
CAN-01981,APT-006482,Client,Client unwell,33.1,True
CAN-01982,APT-006491,Employee,Client declined,3.1,True
CAN-01983,APT-006493,Client,Other,6.6,False
CAN-01984,APT-006498,Client,Client unavailable,23.0,True
CAN-01985,APT-006501,Employee,Client declined,23.4,True
CAN-01986,APT-006502,Client,Transport issue,0.0,True
CAN-01987,APT-006506,Client,Duplicate booking,0.0,False
CAN-01988,APT-006508,Organisation,Duplicate booking,0.0,True
CAN-01989,APT-006511,Organisation,Duplicate booking,21.6,True
CAN-01990,APT-006513,Client,Client declined,46.7,True
CAN-01991,APT-006515,Client,Staff illness,0.0,True
CAN-01992,APT-006516,Client,Duplicate booking,15.0,True
CAN-01993,APT-006520,Client,Client declined,14.6,True
CAN-01994,APT-006527,Client,Staff illness,13.2,True
CAN-01995,APT-006537,Client,Client declined,0.0,True
CAN-01996,APT-006540,Employee,Transport issue,24.7,True
CAN-01997,APT-006543,Client,Client unwell,7.9,True
CAN-01998,APT-006548,Organisation,Staff illness,35.2,False
CAN-01999,APT-006549,Employee,Transport issue,16.0,False
CAN-02000,APT-006557,Organisation,Staff illness,44.2,False
CAN-02001,APT-006562,Employee,Duplicate booking,0.0,True
CAN-02002,APT-006565,Employee,Client declined,27.5,True
CAN-02003,APT-006567,Client,Other,7.3,False
CAN-02004,APT-006571,Employee,Weather,0.0,False
CAN-02005,APT-006579,Client,Client unwell,34.9,True
CAN-02006,APT-006580,Organisation,Staff illness,3.9,True
CAN-02007,APT-006581,Client,Other,12.5,True
CAN-02008,APT-006582,Employee,Weather,12.9,True
CAN-02009,APT-006583,Client,Client unavailable,0.0,True
CAN-02010,APT-006586,Client,Client declined,0.0,False
CAN-02011,APT-006592,Employee,Transport issue,11.3,True
CAN-02012,APT-006593,Organisation,Client unavailable,58.7,False
CAN-02013,APT-006594,Employee,Duplicate booking,58.3,False
CAN-02014,APT-006597,Client,Weather,0.0,True
CAN-02015,APT-006598,Client,Client declined,28.6,True
CAN-02016,APT-006599,Client,Weather,27.8,True
CAN-02017,APT-006601,Client,Transport issue,46.0,True
CAN-02018,APT-006602,Client,Other,11.4,False
CAN-02019,APT-006604,Organisation,Client unavailable,42.4,True
CAN-02020,APT-006609,Employee,Weather,39.3,True
CAN-02021,APT-006612,Employee,Other,13.7,False
CAN-02022,APT-006613,Client,Other,0.0,False
CAN-02023,APT-006633,Employee,Client unwell,39.1,True
CAN-02024,APT-006637,Client,Client unavailable,18.7,True
CAN-02025,APT-006643,Client,Other,19.4,False
CAN-02026,APT-006646,Employee,Client declined,28.4,False
CAN-02027,APT-006647,Client,Client unavailable,31.5,True
CAN-02028,APT-006648,Organisation,Staff illness,23.4,True
CAN-02029,APT-006649,Client,Transport issue,29.9,False
CAN-02030,APT-006651,Client,Weather,24.3,False
CAN-02031,APT-006655,Client,Other,28.1,True
CAN-02032,APT-006659,Client,Weather,7.2,True
CAN-02033,APT-006660,Client,Other,0.0,True
CAN-02034,APT-006661,Client,Staff illness,0.0,True
CAN-02035,APT-006665,Organisation,Client unavailable,12.9,False
CAN-02036,APT-006672,Client,Staff illness,33.4,True
CAN-02037,APT-006673,Organisation,Client declined,0.0,True
CAN-02038,APT-006675,Client,Client declined,44.3,False
CAN-02039,APT-006677,Client,Transport issue,15.2,False
CAN-02040,APT-006678,Client,Client declined,6.8,True
CAN-02041,APT-006682,Client,Other,59.5,True
CAN-02042,APT-006684,Employee,Staff illness,0.0,True
CAN-02043,APT-006692,Client,Duplicate booking,33.3,True
CAN-02044,APT-006693,Client,Transport issue,38.7,True
CAN-02045,APT-006694,Client,Client unavailable,60.5,True
CAN-02046,APT-006696,Organisation,Transport issue,14.5,True
CAN-02047,APT-006700,Client,Other,32.6,True
CAN-02048,APT-006703,Organisation,Client unavailable,1.0,True
CAN-02049,APT-006707,Client,Weather,36.5,False
CAN-02050,APT-006710,Organisation,Other,3.7,False
CAN-02051,APT-006714,Client,Staff illness,0.0,True
CAN-02052,APT-006717,Client,Client unwell,28.9,False
CAN-02053,APT-006718,Client,Client unavailable,11.6,False
CAN-02054,APT-006723,Organisation,Weather,46.5,True
CAN-02055,APT-006725,Client,Client unwell,3.1,True
CAN-02056,APT-006727,Client,Staff illness,30.5,True
CAN-02057,APT-006734,Organisation,Client unavailable,24.1,False
CAN-02058,APT-006736,Client,Duplicate booking,60.4,True
CAN-02059,APT-006738,Client,Other,0.0,False
CAN-02060,APT-006743,Organisation,Duplicate booking,14.3,False
CAN-02061,APT-006747,Employee,Other,0.0,False
CAN-02062,APT-006749,Client,Client unavailable,1.4,False
CAN-02063,APT-006752,Organisation,Client unwell,24.3,True
CAN-02064,APT-006753,Client,Duplicate booking,11.3,True
CAN-02065,APT-006754,Client,Other,0.0,False
CAN-02066,APT-006757,Employee,Weather,41.8,False
CAN-02067,APT-006758,Client,Client declined,14.6,True
CAN-02068,APT-006760,Client,Client declined,0.0,True
CAN-02069,APT-006762,Client,Other,0.0,True
CAN-02070,APT-006763,Client,Staff illness,26.8,False
CAN-02071,APT-006764,Organisation,Transport issue,1.1,True
CAN-02072,APT-006765,Client,Client unavailable,48.8,False
CAN-02073,APT-006768,Client,Client unavailable,0.0,True
CAN-02074,APT-006771,Employee,Duplicate booking,13.4,True
CAN-02075,APT-006774,Client,Other,0.0,True
CAN-02076,APT-006785,Client,Duplicate booking,17.3,False
CAN-02077,APT-006786,Employee,Weather,11.9,True
CAN-02078,APT-006787,Organisation,Staff illness,22.1,False
CAN-02079,APT-006795,Organisation,Weather,22.9,True
CAN-02080,APT-006799,Client,Other,11.7,True
CAN-02081,APT-006804,Organisation,Duplicate booking,0.0,False
CAN-02082,APT-006806,Employee,Client unwell,10.8,True
CAN-02083,APT-006815,Client,Weather,23.6,False
CAN-02084,APT-006819,Client,Duplicate booking,0.0,False
CAN-02085,APT-006822,Employee,Staff illness,0.0,False
CAN-02086,APT-006825,Employee,Client declined,21.0,True
CAN-02087,APT-006828,Client,Other,2.9,True
CAN-02088,APT-006829,Client,Transport issue,23.3,True
CAN-02089,APT-006831,Client,Client unwell,23.1,False
CAN-02090,APT-006834,Organisation,Client unavailable,19.5,False
CAN-02091,APT-006836,Organisation,Client unwell,14.5,False
CAN-02092,APT-006840,Client,Other,0.0,True
CAN-02093,APT-006844,Organisation,Weather,23.7,True
CAN-02094,APT-006846,Client,Client unavailable,0.0,False
CAN-02095,APT-006850,Organisation,Client unavailable,11.3,True
CAN-02096,APT-006857,Employee,Duplicate booking,63.7,True
CAN-02097,APT-006862,Client,Client unavailable,25.7,False
CAN-02098,APT-006863,Organisation,Staff illness,24.7,False
CAN-02099,APT-006865,Client,Other,33.4,False
