request_id,client_id,service_type_id,location_id,requested_date,requested_by,urgency,complexity_score,requested_channel,status,waiting_days_to_schedule,sla_target_hours,sla_met_flag
REQ-000256,CLT-00420,SVC-06,LOC-06,2025-08-13,Family Member,Urgent,70.1,Referral,Completed,0.45,26,True
REQ-000257,CLT-00036,SVC-02,LOC-10,2025-08-13,Family Member,Routine,12.9,Phone,Cancelled,1.42,218,True
REQ-000258,CLT-00123,SVC-04,LOC-09,2025-08-13,Family Member,Routine,65.6,Portal,Cancelled,1.42,218,True
REQ-000259,CLT-00456,SVC-02,LOC-03,2025-08-13,Client,Routine,65.0,Phone,Cancelled,2.84,168,True
REQ-000260,CLT-00382,SVC-01,LOC-06,2025-08-13,Case Manager,Routine,43.1,Portal,Scheduled,0.39,185,True
REQ-000262,CLT-00227,SVC-09,LOC-01,2025-08-13,Case Manager,Routine,17.9,Portal,Completed,0.54,168,True
REQ-000263,CLT-00382,SVC-01,LOC-06,2025-08-13,Family Member,Routine,38.9,Referral,Cancelled,2.81,185,True
REQ-000264,CLT-00372,SVC-07,LOC-09,2025-08-13,Client,Routine,36.9,Phone,Cancelled,1.86,218,True
REQ-000265,CLT-00302,SVC-08,LOC-02,2025-08-14,Family Member,Urgent,60.8,Phone,Completed,0.26,24,True
REQ-000266,CLT-00299,SVC-03,LOC-08,2025-08-14,Client,Priority,14.4,Portal,Completed,0.25,94,True
REQ-000267,CLT-00429,SVC-01,LOC-03,2025-08-14,Client,Routine,22.3,Portal,Completed,0.81,168,True
REQ-000268,CLT-00375,SVC-05,LOC-01,2025-08-14,Case Manager,Routine,62.1,Phone,Completed,0.94,168,True
REQ-000269,CLT-00139,SVC-02,LOC-02,2025-08-14,Family Member,Routine,31.5,Referral,Completed,1.15,168,True
REQ-000270,CLT-00244,SVC-06,LOC-01,2025-08-14,Family Member,Priority,43.6,Portal,Completed,1.21,72,True
REQ-000272,CLT-00175,SVC-04,LOC-01,2025-08-14,Client,Routine,60.9,Referral,Cancelled,1.34,168,True
REQ-000273,CLT-00379,SVC-05,LOC-01,2025-08-14,GP / Clinician,Priority,68.4,Referral,Completed,2.42,72,True
REQ-000274,CLT-00455,SVC-01,LOC-04,2025-08-14,Family Member,Urgent,77.7,Case Manager,Completed,0.35,24,True
REQ-000275,CLT-00116,SVC-02,LOC-09,2025-08-14,Case Manager,Urgent,,Phone,Completed,0.4,31,True
REQ-000277,CLT-00400,SVC-01,LOC-10,2025-08-14,Client,Routine,13.4,Portal,Cancelled,0.35,218,True
REQ-000278,CLT-00153,SVC-07,LOC-02,2025-08-14,Client,Priority,17.7,Portal,Completed,0.36,72,True
REQ-000279,CLT-00268,SVC-04,LOC-04,2025-08-14,Client,Routine,21.5,Phone,Completed,0.63,168,True
REQ-000280,CLT-00071,SVC-08,LOC-02,2025-08-14,Case Manager,Routine,62.8,Case Manager,Completed,0.39,168,True
REQ-000281,CLT-00488,SVC-08,LOC-02,2025-08-14,Client,Routine,36.2,Portal,Scheduled,1.34,168,True
REQ-000282,CLT-00295,SVC-07,LOC-05,2025-08-14,Case Manager,Routine,58.6,Referral,Cancelled,3.26,168,True
REQ-000283,CLT-00091,SVC-02,LOC-04,2025-08-14,Family Member,Urgent,12.7,Phone,Completed,0.33,24,True
REQ-000284,CLT-00506,SVC-07,LOC-08,2025-08-14,Client,Routine,11.0,Referral,Completed,1.1,218,True
REQ-000285,CLT-00434,SVC-05,LOC-01,2025-08-14,Client,Priority,13.2,Portal,Cancelled,0.67,72,True
REQ-000286,CLT-00126,SVC-01,LOC-05,2025-08-14,Client,Priority,16.5,Phone,Cancelled,1.25,72,True
REQ-000289,CLT-00315,SVC-02,LOC-06,2025-08-14,Case Manager,Routine,27.7,Portal,Cancelled,1.42,185,True
REQ-000290,CLT-00478,SVC-07,LOC-08,2025-08-14,Client,Routine,23.6,Portal,Completed,3.87,218,True
REQ-000291,CLT-00445,SVC-05,LOC-02,2025-08-14,Case Manager,Urgent,85.4,Phone,Completed,1.89,24,False
REQ-000293,CLT-00140,SVC-02,LOC-02,2025-08-14,Case Manager,Routine,78.4,Phone,Cancelled,3.35,168,True
REQ-000294,CLT-00398,SVC-08,LOC-03,2025-08-14,GP / Clinician,Routine,33.2,Portal,Cancelled,2.1,168,True
REQ-000295,CLT-00311,SVC-05,LOC-10,2025-08-14,GP / Clinician,Priority,33.8,Phone,Cancelled,0.54,94,True
REQ-000296,CLT-00436,SVC-09,LOC-06,2025-08-14,Family Member,Routine,26.6,Phone,Cancelled,0.55,185,True
REQ-000297,CLT-00505,SVC-05,LOC-07,2025-08-14,Case Manager,Urgent,91.6,Referral,Cancelled,0.68,26,True
REQ-000298,CLT-00041,SVC-02,LOC-07,2025-08-14,Family Member,Priority,75.7,Referral,Cancelled,1.15,79,True
REQ-000300,CLT-00232,SVC-02,LOC-02,2025-08-15,Client,Urgent,40.1,Phone,Cancelled,1.82,24,False
REQ-000301,CLT-00284,SVC-08,LOC-08,2025-08-15,Client,Routine,13.3,Portal,Cancelled,0.76,218,True
REQ-000302,CLT-00125,SVC-07,LOC-06,2025-08-15,Client,Routine,9.1,Referral,Completed,1.82,185,True
REQ-000305,CLT-00417,SVC-05,LOC-10,2025-08-15,Client,Routine,40.8,Referral,Completed,2.48,218,True
REQ-000306,CLT-00018,SVC-01,LOC-01,2025-08-15,Case Manager,Urgent,69.2,Phone,Completed,0.54,24,True
REQ-000307,CLT-00173,SVC-01,LOC-10,2025-08-15,Family Member,Urgent,84.3,Phone,Scheduled,1.36,31,False
REQ-000308,CLT-00361,SVC-03,LOC-02,2025-08-15,Case Manager,Routine,67.4,Phone,Completed,2.03,168,True
REQ-000309,CLT-00445,SVC-07,LOC-02,2025-08-15,Case Manager,Urgent,80.5,Referral,Completed,1.59,24,False
REQ-000310,CLT-00462,SVC-04,LOC-07,2025-08-15,Client,Routine,13.0,Portal,Completed,1.07,185,True
REQ-000312,CLT-00222,SVC-02,LOC-01,2025-08-15,Family Member,Routine,39.0,Portal,Cancelled,1.51,168,True
REQ-000313,CLT-00332,SVC-08,LOC-06,2025-08-15,Case Manager,Urgent,99.0,Phone,Completed,0.78,26,True
REQ-000315,CLT-00463,SVC-02,LOC-06,2025-08-15,Family Member,Routine,86.9,Phone,Cancelled,2.94,185,True
REQ-000316,CLT-00182,SVC-08,LOC-02,2025-08-15,Client,Priority,34.5,Case Manager,Completed,0.68,72,True
REQ-000317,CLT-00197,SVC-01,LOC-05,2025-08-15,GP / Clinician,Priority,,Referral,Completed,0.9,72,True
REQ-000318,CLT-00508,SVC-05,LOC-10,2025-08-15,Client,Emergency,28.6,Phone,Completed,0.2,5,True
REQ-000319,CLT-00156,SVC-03,LOC-07,2025-08-15,Client,Routine,37.3,Phone,Cancelled,1.34,185,True
REQ-000321,CLT-00135,SVC-02,LOC-04,2025-08-15,GP / Clinician,Routine,79.7,Referral,Cancelled,0.52,168,True
REQ-000323,CLT-00377,SVC-09,LOC-09,2025-08-16,Client,Routine,27.1,Phone,Completed,3.05,218,True
REQ-000325,CLT-00398,SVC-02,LOC-03,2025-08-16,Family Member,Priority,35.8,Referral,Cancelled,2.77,72,True
REQ-000326,CLT-00449,SVC-04,LOC-08,2025-08-16,Client,Routine,16.0,Referral,Cancelled,0.76,218,True
REQ-000327,CLT-00112,SVC-01,LOC-05,2025-08-16,Family Member,Routine,17.6,Portal,Cancelled,2.48,168,True
REQ-000330,CLT-00216,SVC-09,LOC-04,2025-08-16,Family Member,Routine,13.1,Phone,Completed,1.87,168,True
REQ-000332,CLT-00282,SVC-05,LOC-09,2025-08-16,Family Member,Routine,,Referral,Completed,1.18,218,True
REQ-000333,CLT-00067,SVC-01,LOC-08,2025-08-16,Client,Urgent,13.4,Phone,Completed,0.31,31,True
REQ-000334,CLT-00180,SVC-07,LOC-08,2025-08-16,Client,Priority,10.5,Phone,Completed,0.74,94,True
REQ-000335,CLT-00343,SVC-01,LOC-10,2025-08-17,Family Member,Urgent,79.4,Referral,Cancelled,0.63,31,True
REQ-000336,CLT-00014,SVC-03,LOC-02,2025-08-17,GP / Clinician,Urgent,61.9,Referral,Completed,0.51,24,True
REQ-000337,CLT-00245,SVC-08,LOC-01,2025-08-17,Client,Routine,21.2,Phone,Cancelled,1.28,168,True
REQ-000338,CLT-00216,SVC-01,LOC-04,2025-08-17,Family Member,Routine,19.3,Phone,Completed,1.29,168,True
REQ-000339,CLT-00273,SVC-02,LOC-08,2025-08-17,Client,Emergency,2.2,Referral,Completed,0.03,5,True
REQ-000340,CLT-00158,SVC-01,LOC-09,2025-08-17,Client,Routine,17.4,Portal,Completed,0.95,218,True
REQ-000341,CLT-00134,SVC-04,LOC-04,2025-08-17,Client,Urgent,64.6,Phone,Completed,0.81,24,True
REQ-000342,CLT-00122,SVC-02,LOC-07,2025-08-17,Client,Routine,47.8,Phone,Cancelled,2.8,185,True
REQ-000344,CLT-00392,SVC-07,LOC-04,2025-08-17,Client,Priority,15.0,Portal,Completed,0.99,72,True
REQ-000345,CLT-00508,SVC-04,LOC-10,2025-08-17,Client,Routine,38.0,Portal,Completed,2.68,218,True
REQ-000346,CLT-00431,SVC-08,LOC-07,2025-08-17,GP / Clinician,Priority,61.9,Referral,Cancelled,1.38,79,True
REQ-000347,CLT-00418,SVC-03,LOC-01,2025-08-17,Client,Priority,24.4,Case Manager,Cancelled,1.66,72,True
REQ-000348,CLT-00183,SVC-05,LOC-08,2025-08-17,Client,Routine,9.5,Portal,Completed,1.39,218,True
REQ-000350,CLT-00303,SVC-05,LOC-06,2025-08-18,Family Member,Routine,8.9,Portal,Scheduled,3.67,185,True
REQ-000351,CLT-00476,SVC-05,LOC-03,2025-08-18,Client,Routine,22.1,Phone,Cancelled,0.09,168,True
REQ-000352,CLT-00108,SVC-09,LOC-09,2025-08-18,Client,Routine,7.8,Case Manager,Cancelled,0.92,218,True
REQ-000353,CLT-00085,SVC-08,LOC-10,2025-08-18,Family Member,Routine,5.7,Phone,Cancelled,0.93,218,True
REQ-000354,CLT-00501,SVC-02,LOC-05,2025-08-18,Client,Urgent,59.0,Portal,Cancelled,0.99,24,True
REQ-000355,CLT-00236,SVC-08,LOC-04,2025-08-18,Client,Routine,12.3,Phone,Completed,0.43,168,True
REQ-000356,CLT-00363,SVC-01,LOC-01,2025-08-18,Family Member,Routine,8.4,Portal,Cancelled,2.51,168,True
REQ-000358,CLT-00223,SVC-09,LOC-04,2025-08-18,GP / Clinician,Priority,43.1,Phone,Completed,2.13,72,True
REQ-000360,CLT-00294,SVC-08,LOC-04,2025-08-18,Client,Urgent,17.2,Case Manager,Completed,0.27,24,True
REQ-000361,CLT-00302,SVC-05,LOC-02,2025-08-18,Client,Routine,64.2,Phone,Completed,1.47,168,True
REQ-000362,CLT-00400,SVC-02,LOC-10,2025-08-18,Family Member,Routine,6.7,Portal,Completed,1.3,218,True
REQ-000363,CLT-00244,SVC-08,LOC-01,2025-08-18,Client,Priority,47.1,Case Manager,Completed,0.25,72,True
REQ-000364,CLT-00465,SVC-01,LOC-03,2025-08-18,Family Member,Routine,34.3,Portal,Completed,1.96,168,True
REQ-000365,CLT-00248,SVC-01,LOC-05,2025-08-18,Client,Routine,43.3,Phone,Cancelled,1.09,168,True
REQ-000366,CLT-00007,SVC-01,LOC-08,2025-08-18,Client,Routine,63.8,Referral,Completed,2.7,218,True
REQ-000367,CLT-00324,SVC-05,LOC-06,2025-08-18,Client,Urgent,,Phone,Completed,0.45,26,True
REQ-000369,CLT-00073,SVC-01,LOC-10,2025-08-18,Case Manager,Urgent,62.3,Phone,Completed,1.24,31,True
REQ-000370,CLT-00253,SVC-01,LOC-05,2025-08-18,Client,Routine,69.9,Phone,Completed,1.36,168,True
REQ-000371,CLT-00476,SVC-07,LOC-03,2025-08-18,Family Member,Routine,20.6,Portal,Completed,1.84,168,True
REQ-000372,CLT-00441,SVC-06,LOC-09,2025-08-18,Case Manager,Urgent,61.5,Portal,Completed,1.36,31,False
REQ-000373,CLT-00177,SVC-03,LOC-08,2025-08-18,Client,Routine,33.0,Phone,Completed,2.68,218,True
REQ-000374,CLT-00111,SVC-09,LOC-05,2025-08-18,Client,Routine,19.6,Portal,Completed,0.33,168,True
REQ-000375,CLT-00163,SVC-05,LOC-09,2025-08-18,Client,Routine,11.2,Phone,Cancelled,0.68,218,True
REQ-000376,CLT-00157,SVC-08,LOC-07,2025-08-18,Client,Priority,9.8,Portal,Cancelled,0.5,79,True
REQ-000378,CLT-00116,SVC-09,LOC-09,2025-08-19,GP / Clinician,Urgent,94.9,Referral,Completed,2.93,31,False
REQ-000379,CLT-00430,SVC-03,LOC-01,2025-08-19,Client,Priority,36.4,Phone,Completed,0.37,72,True
REQ-000381,CLT-00308,SVC-01,LOC-03,2025-08-19,Family Member,Routine,18.2,Phone,Completed,2.09,168,True
REQ-000382,CLT-00091,SVC-02,LOC-04,2025-08-19,Client,Routine,18.2,Referral,Cancelled,0.43,168,True
REQ-000383,CLT-00492,SVC-04,LOC-02,2025-08-19,Case Manager,Routine,25.2,Case Manager,Completed,1.89,168,True
REQ-000384,CLT-00207,SVC-03,LOC-09,2025-08-19,GP / Clinician,Routine,16.1,Portal,Completed,1.87,218,True
REQ-000387,CLT-00352,SVC-01,LOC-03,2025-08-19,Case Manager,Priority,61.2,Phone,Completed,1.39,72,True
REQ-000388,CLT-00062,SVC-09,LOC-10,2025-08-19,Case Manager,Routine,12.8,Phone,Completed,0.71,218,True
REQ-000389,CLT-00071,SVC-03,LOC-02,2025-08-19,Client,Priority,63.5,Portal,Completed,1.09,72,True
REQ-000390,CLT-00216,SVC-07,LOC-04,2025-08-19,Client,Routine,15.8,Phone,Completed,0.71,168,True
REQ-000391,CLT-00075,SVC-02,LOC-10,2025-08-19,Client,Urgent,68.9,Phone,Completed,0.17,31,True
REQ-000392,CLT-00260,SVC-01,LOC-10,2025-08-19,Family Member,Routine,28.6,Portal,Cancelled,4.01,218,True
REQ-000393,CLT-00366,SVC-03,LOC-04,2025-08-19,Family Member,Priority,63.1,Referral,Cancelled,1.72,72,True
REQ-000395,CLT-00483,SVC-07,LOC-02,2025-08-19,Client,Priority,63.5,Portal,Completed,0.77,72,True
REQ-000396,CLT-00078,SVC-01,LOC-01,2025-08-19,Case Manager,Priority,47.4,Portal,Completed,1.12,72,True
REQ-000397,CLT-00133,SVC-02,LOC-07,2025-08-19,Client,Routine,31.9,Referral,Cancelled,1.26,185,True
REQ-000398,CLT-00323,SVC-02,LOC-07,2025-08-19,Client,Routine,10.3,Phone,Cancelled,1.53,185,True
REQ-000399,CLT-00207,SVC-07,LOC-09,2025-08-20,Client,Routine,12.9,Portal,Completed,1.66,218,True
REQ-000401,CLT-00024,SVC-05,LOC-04,2025-08-20,Client,Priority,9.2,Phone,Completed,1.07,72,True
REQ-000402,CLT-00217,SVC-01,LOC-06,2025-08-20,Client,Priority,14.2,Portal,Completed,0.98,79,True
REQ-000403,CLT-00449,SVC-01,LOC-08,2025-08-20,Case Manager,Routine,19.2,Portal,Completed,0.73,218,True
REQ-000404,CLT-00311,SVC-06,LOC-10,2025-08-20,Client,Urgent,44.3,Case Manager,Completed,0.32,31,True
REQ-000405,CLT-00050,SVC-01,LOC-10,2025-08-20,Client,Routine,,Referral,Cancelled,0.59,218,True
REQ-000406,CLT-00057,SVC-02,LOC-04,2025-08-20,Client,Routine,27.0,Phone,Scheduled,0.95,168,True
REQ-000407,CLT-00165,SVC-09,LOC-07,2025-08-20,Family Member,Emergency,91.6,Portal,Cancelled,0.9,4,False
REQ-000408,CLT-00410,SVC-07,LOC-02,2025-08-20,Client,Urgent,54.0,Phone,Completed,1.68,24,False
REQ-000409,CLT-00144,SVC-05,LOC-03,2025-08-20,Family Member,Priority,38.1,Phone,Completed,1.34,72,True
REQ-000410,CLT-00413,SVC-07,LOC-02,2025-08-20,Client,Routine,14.2,Case Manager,Completed,0.49,168,True
REQ-000411,CLT-00097,SVC-07,LOC-07,2025-08-20,GP / Clinician,Routine,40.1,Referral,Completed,2.59,185,True
REQ-000413,CLT-00367,SVC-04,LOC-01,2025-08-20,Family Member,Priority,,Portal,Completed,2.43,72,True
REQ-000414,CLT-00272,SVC-05,LOC-05,2025-08-20,Client,Priority,39.6,Referral,Completed,1.5,72,True
REQ-000415,CLT-00428,SVC-07,LOC-03,2025-08-20,Family Member,Routine,45.0,Portal,Cancelled,1.22,168,True
REQ-000416,CLT-00243,SVC-03,LOC-07,2025-08-20,Client,Routine,19.7,Portal,Completed,1.49,185,True
REQ-000417,CLT-00312,SVC-03,LOC-07,2025-08-20,Case Manager,Routine,,Portal,Completed,6.17,185,True
REQ-000418,CLT-00006,SVC-06,LOC-09,2025-08-20,Client,Urgent,25.5,Phone,Completed,1.59,31,False
REQ-000419,CLT-00209,SVC-06,LOC-05,2025-08-20,Family Member,Priority,37.0,Referral,Cancelled,0.96,72,True
REQ-000420,CLT-00517,SVC-01,LOC-06,2025-08-20,Family Member,Routine,32.8,Phone,Cancelled,3.86,185,True
REQ-000421,CLT-00051,SVC-01,LOC-07,2025-08-20,GP / Clinician,Urgent,42.6,Phone,Completed,1.25,26,False
REQ-000422,CLT-00465,SVC-01,LOC-03,2025-08-20,Client,Routine,37.9,Referral,Completed,0.4,168,True
REQ-000423,CLT-00265,SVC-06,LOC-01,2025-08-20,Client,Routine,,Phone,Completed,0.3,168,True
REQ-000424,CLT-00074,SVC-05,LOC-08,2025-08-20,Client,Priority,16.3,Portal,Cancelled,0.68,94,True
REQ-000425,CLT-00283,SVC-01,LOC-03,2025-08-20,Client,Routine,36.0,Phone,Completed,1.96,168,True
REQ-000426,CLT-00415,SVC-04,LOC-07,2025-08-20,Client,Priority,72.5,Portal,Cancelled,0.88,79,True
REQ-000427,CLT-00292,SVC-08,LOC-08,2025-08-21,Family Member,Routine,6.1,Referral,Completed,2.71,218,True
REQ-000428,CLT-00159,SVC-01,LOC-07,2025-08-21,Family Member,Routine,33.3,Case Manager,Completed,0.86,185,True
REQ-000429,CLT-00353,SVC-04,LOC-10,2025-08-21,Client,Routine,6.4,Phone,Completed,1.67,218,True
REQ-000430,CLT-00255,SVC-06,LOC-01,2025-08-21,Client,Routine,36.5,Portal,Cancelled,1.63,168,True
REQ-000431,CLT-00377,SVC-02,LOC-09,2025-08-21,Family Member,Routine,,Phone,Cancelled,3.8,218,True
REQ-000432,CLT-00169,SVC-01,LOC-05,2025-08-21,Client,Priority,57.9,Phone,Scheduled,0.37,72,True
REQ-000433,CLT-00275,SVC-07,LOC-02,2025-08-21,Client,Priority,67.8,Portal,Completed,0.45,72,True
REQ-000434,CLT-00127,SVC-06,LOC-08,2025-08-21,Family Member,Routine,24.8,Case Manager,Cancelled,4.65,218,True
REQ-000435,CLT-00281,SVC-05,LOC-08,2025-08-21,Client,Urgent,,Portal,Completed,0.71,31,True
REQ-000436,CLT-00083,SVC-05,LOC-10,2025-08-21,Client,Routine,12.8,Phone,Cancelled,1.22,218,True
REQ-000437,CLT-00332,SVC-06,LOC-06,2025-08-21,GP / Clinician,Urgent,74.6,Case Manager,Completed,0.46,26,True
REQ-000438,CLT-00273,SVC-05,LOC-08,2025-08-21,Case Manager,Routine,5.1,Portal,Scheduled,1.99,218,True
REQ-000439,CLT-00163,SVC-06,LOC-09,2025-08-21,Family Member,Priority,17.3,Portal,Completed,0.48,94,True
REQ-000440,CLT-00220,SVC-09,LOC-09,2025-08-21,Case Manager,Urgent,75.4,Referral,Completed,0.58,31,True
REQ-000441,CLT-00264,SVC-05,LOC-03,2025-08-21,Family Member,Priority,29.6,Portal,Completed,2.98,72,True
REQ-000442,CLT-00328,SVC-05,LOC-03,2025-08-21,Client,Routine,20.2,Referral,Completed,2.18,168,True
REQ-000444,CLT-00049,SVC-03,LOC-06,2025-08-21,Family Member,Priority,65.4,Phone,Completed,1.19,79,True
REQ-000445,CLT-00153,SVC-05,LOC-02,2025-08-21,Client,Routine,24.0,Portal,Cancelled,0.48,168,True
REQ-000447,CLT-00392,SVC-07,LOC-04,2025-08-21,Client,Routine,10.5,Portal,Cancelled,0.9,168,True
REQ-000448,CLT-00192,SVC-06,LOC-08,2025-08-21,Case Manager,Routine,34.7,Referral,Cancelled,0.12,218,True
REQ-000450,CLT-00292,SVC-05,LOC-08,2025-08-21,Family Member,Routine,15.8,Phone,Completed,0.93,218,True
REQ-000451,CLT-00164,SVC-06,LOC-05,2025-08-22,Family Member,Routine,32.9,Portal,Cancelled,0.83,168,True
REQ-000452,CLT-00316,SVC-01,LOC-06,2025-08-22,Client,Routine,13.8,Case Manager,Cancelled,1.36,185,True
REQ-000453,CLT-00218,SVC-06,LOC-01,2025-08-22,Case Manager,Urgent,57.6,Case Manager,Scheduled,0.6,24,True
REQ-000454,CLT-00048,SVC-07,LOC-10,2025-08-22,Case Manager,Routine,37.8,Case Manager,Completed,1.52,218,True
REQ-000455,CLT-00019,SVC-07,LOC-07,2025-08-22,Family Member,Routine,12.8,Portal,Cancelled,0.47,185,True
REQ-000456,CLT-00474,SVC-03,LOC-04,2025-08-22,Client,Routine,16.2,Phone,Cancelled,0.8,168,True
REQ-000457,CLT-00515,SVC-06,LOC-02,2025-08-22,Case Manager,Priority,30.6,Phone,Scheduled,0.4,72,True
REQ-000458,CLT-00223,SVC-04,LOC-04,2025-08-22,Family Member,Routine,38.3,Referral,Cancelled,1.48,168,True
REQ-000459,CLT-00001,SVC-01,LOC-04,2025-08-22,Client,Urgent,68.1,Case Manager,Completed,0.64,24,True
REQ-000460,CLT-00318,SVC-04,LOC-01,2025-08-22,Client,Routine,47.6,Phone,Completed,1.69,168,True
REQ-000461,CLT-00273,SVC-08,LOC-08,2025-08-22,Client,Routine,11.9,Referral,Cancelled,3.14,218,True
REQ-000462,CLT-00097,SVC-07,LOC-07,2025-08-22,Family Member,Routine,34.9,Phone,Completed,1.26,185,True
REQ-000463,CLT-00315,SVC-07,LOC-06,2025-08-22,Case Manager,Routine,7.9,Portal,Cancelled,0.5,185,True
REQ-000465,CLT-00304,SVC-07,LOC-06,2025-08-22,Case Manager,Priority,61.5,Phone,Completed,1.89,79,True
REQ-000466,CLT-00090,SVC-02,LOC-07,2025-08-22,Case Manager,Priority,75.2,Case Manager,Completed,1.4,79,True
REQ-000467,CLT-00266,SVC-01,LOC-10,2025-08-22,GP / Clinician,Urgent,59.6,Case Manager,Completed,1.31,31,False
REQ-000468,CLT-00468,SVC-01,LOC-05,2025-08-22,Client,Priority,21.4,Portal,Completed,2.52,72,True
REQ-000469,CLT-00420,SVC-02,LOC-06,2025-08-22,Case Manager,Urgent,59.9,Portal,Cancelled,1.42,26,False
REQ-000470,CLT-00204,SVC-08,LOC-02,2025-08-22,Family Member,Priority,59.7,Portal,Completed,1.9,72,True
REQ-000471,CLT-00396,SVC-01,LOC-03,2025-08-22,Client,Priority,8.4,Case Manager,Completed,0.68,72,True
REQ-000472,CLT-00190,SVC-01,LOC-02,2025-08-22,Family Member,Priority,63.3,Case Manager,Completed,0.77,72,True
REQ-000473,CLT-00320,SVC-03,LOC-10,2025-08-22,Family Member,Emergency,38.2,Portal,Completed,0.51,5,False
REQ-000474,CLT-00393,SVC-02,LOC-10,2025-08-22,Client,Priority,12.6,Referral,Completed,0.71,94,True
REQ-000475,CLT-00461,SVC-03,LOC-07,2025-08-23,Client,Priority,14.4,Portal,Cancelled,1.12,79,True
REQ-000476,CLT-00249,SVC-06,LOC-09,2025-08-23,Case Manager,Routine,39.2,Phone,Completed,1.13,218,True
REQ-000477,CLT-00008,SVC-07,LOC-07,2025-08-23,GP / Clinician,Routine,91.4,Phone,Completed,3.27,185,True
REQ-000478,CLT-00031,SVC-07,LOC-02,2025-08-23,Family Member,Priority,11.4,Case Manager,Completed,1.25,72,True
REQ-000480,CLT-00328,SVC-07,LOC-03,2025-08-23,Family Member,Routine,21.8,Case Manager,Completed,1.68,168,True
REQ-000481,CLT-00393,SVC-02,LOC-10,2025-08-23,Family Member,Priority,21.3,Phone,Completed,0.76,94,True
REQ-000482,CLT-00220,SVC-03,LOC-09,2025-08-23,GP / Clinician,Priority,85.5,Phone,Completed,2.09,94,True
REQ-000483,CLT-00239,SVC-08,LOC-10,2025-08-23,Client,Priority,28.9,Referral,Completed,1.51,94,True
REQ-000484,CLT-00491,SVC-09,LOC-04,2025-08-23,Client,Priority,68.5,Case Manager,Completed,1.9,72,True
REQ-000485,CLT-00425,SVC-06,LOC-02,2025-08-23,Family Member,Routine,35.7,Phone,Completed,0.88,168,True
REQ-000486,CLT-00436,SVC-02,LOC-06,2025-08-23,Client,Routine,15.6,Phone,Cancelled,1.38,185,True
REQ-000487,CLT-00502,SVC-02,LOC-03,2025-08-24,Case Manager,Routine,41.2,Referral,Completed,1.34,168,True
REQ-000489,CLT-00310,SVC-07,LOC-04,2025-08-24,Client,Routine,4.8,Phone,Completed,2.48,168,True
REQ-000490,CLT-00410,SVC-07,LOC-02,2025-08-24,Family Member,Urgent,70.2,Referral,Completed,2.49,24,False
REQ-000491,CLT-00465,SVC-03,LOC-03,2025-08-24,Case Manager,Priority,35.3,Referral,Cancelled,0.87,72,True
REQ-000492,CLT-00198,SVC-03,LOC-02,2025-08-24,Client,Routine,14.9,Portal,Completed,1.36,168,True
REQ-000493,CLT-00386,SVC-08,LOC-01,2025-08-24,Case Manager,Routine,46.0,Phone,Cancelled,2.39,168,True
REQ-000494,CLT-00304,SVC-07,LOC-06,2025-08-24,GP / Clinician,Urgent,65.1,Referral,Completed,1.49,26,False
REQ-000495,CLT-00181,SVC-08,LOC-03,2025-08-24,Client,Routine,26.6,Phone,Completed,0.57,168,True
REQ-000496,CLT-00144,SVC-09,LOC-03,2025-08-24,Client,Urgent,42.1,Phone,Completed,0.27,24,True
REQ-000497,CLT-00516,SVC-01,LOC-09,2025-08-24,Client,Routine,37.9,Phone,Scheduled,3.96,218,True
REQ-000498,CLT-00270,SVC-05,LOC-02,2025-08-25,Case Manager,Emergency,54.0,Referral,Cancelled,0.89,4,False
REQ-000499,CLT-00291,SVC-06,LOC-03,2025-08-25,Client,Routine,9.6,Portal,Completed,0.85,168,True
REQ-000500,CLT-00387,SVC-02,LOC-03,2025-08-25,Client,Routine,16.1,Portal,Cancelled,0.93,168,True
REQ-000501,CLT-00298,SVC-02,LOC-06,2025-08-25,Case Manager,Routine,32.5,Phone,Cancelled,1.83,185,True
REQ-000502,CLT-00260,SVC-01,LOC-10,2025-08-25,Client,Routine,14.4,Portal,Cancelled,1.54,218,True
REQ-000503,CLT-00155,SVC-05,LOC-04,2025-08-25,Case Manager,Routine,83.8,Referral,Cancelled,1.65,168,True
REQ-000504,CLT-00299,SVC-08,LOC-08,2025-08-25,Client,Routine,16.6,Phone,Completed,1.9,218,True
REQ-000505,CLT-00248,SVC-07,LOC-05,2025-08-25,Case Manager,Routine,41.0,Phone,Cancelled,0.9,168,True
REQ-000506,CLT-00472,SVC-06,LOC-09,2025-08-25,Client,Urgent,16.0,Portal,Completed,1.03,31,True
REQ-000507,CLT-00236,SVC-01,LOC-04,2025-08-25,Client,Priority,18.8,Portal,Completed,1.42,72,True
REQ-000508,CLT-00115,SVC-04,LOC-08,2025-08-25,Client,Routine,36.4,Portal,Cancelled,1.36,218,True
REQ-000509,CLT-00169,SVC-02,LOC-05,2025-08-25,GP / Clinician,Priority,65.3,Phone,Completed,1.43,72,True
REQ-000510,CLT-00334,SVC-09,LOC-06,2025-08-25,Client,Priority,19.4,Portal,Completed,0.44,79,True
REQ-000511,CLT-00338,SVC-09,LOC-09,2025-08-25,Family Member,Routine,4.5,Portal,Completed,1.45,218,True
REQ-000512,CLT-00251,SVC-05,LOC-07,2025-08-25,Case Manager,Urgent,67.2,Referral,Completed,1.0,26,True
